AvgSpotLen_l	BioSample_s	Experiment_s	Instrument_s	LoadDate_s	MBases_l	MBytes_l	Run_s	SRA_Sample_s	Sample_Name_s	age_s	c1_chip_id_s	cell_type_s	experiment_sample_name_s	tissue_s	Assay_Type_s	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Organism_s	Platform_s	ReleaseDate_s	SRA_Study_s	source_name_s
202	SAMN03485974	SRX996233	Illumina MiSeq	2015-04-15	270	188	SRR1974915	SRS910269	GSM1658243	prenatal 16-18 W	nochipID11	fetal_quiescent	FB_S2	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03485975	SRX996234	Illumina MiSeq	2015-04-15	400	280	SRR1974916	SRS910268	GSM1658244	prenatal 16-18 W	nochipID11	fetal_quiescent	FB_S2	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03485976	SRX996235	Illumina MiSeq	2015-04-15	322	225	SRR1974917	SRS910267	GSM1658245	prenatal 16-18 W	nochipID11	fetal_quiescent	FB_S2	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03485977	SRX996236	Illumina MiSeq	2015-04-15	409	287	SRR1974918	SRS910266	GSM1658246	prenatal 16-18 W	nochipID11	fetal_quiescent	FB_S2	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03485978	SRX996237	Illumina MiSeq	2015-04-15	354	246	SRR1974919	SRS910265	GSM1658247	prenatal 16-18 W	nochipID11	fetal_quiescent	FB_S2	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03485979	SRX996238	Illumina MiSeq	2015-04-15	425	295	SRR1974920	SRS910264	GSM1658248	prenatal 16-18 W	nochipID11	fetal_quiescent	FB_S2	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03485980	SRX996239	Illumina MiSeq	2015-04-15	507	353	SRR1974921	SRS910263	GSM1658249	prenatal 16-18 W	nochipID11	fetal_quiescent	FB_S2	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03485981	SRX996240	Illumina MiSeq	2015-04-15	321	225	SRR1974922	SRS910262	GSM1658251	prenatal 16-18 W	nochipID11	fetal_quiescent	FB_S2	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03485982	SRX996241	Illumina MiSeq	2015-04-15	378	263	SRR1974923	SRS910261	GSM1658253	prenatal 16-18 W	nochipID11	fetal_quiescent	FB_S2	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03485983	SRX996242	Illumina MiSeq	2015-04-15	436	303	SRR1974924	SRS910258	GSM1658255	prenatal 16-18 W	nochipID11	fetal_quiescent	FB_S2	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03485984	SRX996243	Illumina MiSeq	2015-04-15	355	247	SRR1974925	SRS910259	GSM1658257	prenatal 16-18 W	nochipID11	fetal_quiescent	FB_S2	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03485985	SRX996244	Illumina MiSeq	2015-04-15	451	314	SRR1974926	SRS910260	GSM1658259	prenatal 16-18 W	nochipID11	fetal_quiescent	FB_S2	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03485986	SRX996245	Illumina MiSeq	2015-04-15	597	416	SRR1974927	SRS910257	GSM1658262	prenatal 16-18 W	nochipID11	fetal_quiescent	FB_S2	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03485987	SRX996246	Illumina MiSeq	2015-04-15	351	246	SRR1974928	SRS910256	GSM1658264	prenatal 16-18 W	nochipID11	fetal_quiescent	FB_S2	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03485988	SRX996247	Illumina MiSeq	2015-04-15	505	350	SRR1974929	SRS910255	GSM1658266	prenatal 16-18 W	nochipID11	fetal_quiescent	FB_S2	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03485989	SRX996248	Illumina MiSeq	2015-04-15	436	302	SRR1974930	SRS910254	GSM1658268	prenatal 16-18 W	nochipID11	fetal_quiescent	FB_S2	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03485990	SRX996249	Illumina MiSeq	2015-04-15	477	332	SRR1974931	SRS910253	GSM1658270	prenatal 16-18 W	nochipID11	fetal_quiescent	FB_S2	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03485991	SRX996250	Illumina MiSeq	2015-04-15	355	247	SRR1974932	SRS910252	GSM1658272	prenatal 16-18 W	nochipID11	fetal_quiescent	FB_S2	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03485992	SRX996251	Illumina MiSeq	2015-04-15	384	268	SRR1974933	SRS910251	GSM1658275	prenatal 16-18 W	nochipID11	fetal_quiescent	FB_S2	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03485993	SRX996252	Illumina MiSeq	2015-04-15	194	136	SRR1974934	SRS910250	GSM1658277	prenatal 16-18 W	nochipID11	fetal_quiescent	FB_S2	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03485994	SRX996253	Illumina MiSeq	2015-04-15	431	302	SRR1974935	SRS910249	GSM1658279	prenatal 16-18 W	nochipID11	fetal_quiescent	FB_S2	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03485995	SRX996254	Illumina MiSeq	2015-04-15	375	261	SRR1974936	SRS910248	GSM1658281	prenatal 16-18 W	nochipID11	fetal_quiescent	FB_S2	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
150	SAMN03486237	SRX995956	NextSeq 500	2015-04-15	519	254	SRR1974638	SRS910546	GSM1657966	postnatal 37 years	1772078237	neurons	AB_S11	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
150	SAMN03486238	SRX995957	NextSeq 500	2015-04-15	576	281	SRR1974639	SRS910545	GSM1657967	postnatal 37 years	1772078237	neurons	AB_S11	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
150	SAMN03486239	SRX995958	NextSeq 500	2015-04-15	765	375	SRR1974640	SRS910543	GSM1657968	postnatal 37 years	1772078237	neurons	AB_S11	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
150	SAMN03486240	SRX995959	NextSeq 500	2015-04-15	713	349	SRR1974641	SRS910544	GSM1657969	postnatal 37 years	1772078237	astrocytes	AB_S11	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
150	SAMN03486241	SRX995960	NextSeq 500	2015-04-15	573	285	SRR1974642	SRS910542	GSM1657970	postnatal 37 years	1772078237	neurons	AB_S11	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
150	SAMN03486242	SRX995961	NextSeq 500	2015-04-15	866	428	SRR1974643	SRS910541	GSM1657971	postnatal 37 years	1772078237	neurons	AB_S11	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
150	SAMN03486243	SRX995962	NextSeq 500	2015-04-15	576	286	SRR1974644	SRS910540	GSM1657972	postnatal 37 years	1772078237	endothelial	AB_S11	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
150	SAMN03486244	SRX995963	NextSeq 500	2015-04-15	612	304	SRR1974645	SRS910539	GSM1657973	postnatal 37 years	1772078237	neurons	AB_S11	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
150	SAMN03486245	SRX995964	NextSeq 500	2015-04-15	709	351	SRR1974646	SRS910536	GSM1657974	postnatal 37 years	1772078237	neurons	AB_S11	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
150	SAMN03486246	SRX995965	NextSeq 500	2015-04-15	610	300	SRR1974647	SRS910538	GSM1657975	postnatal 37 years	1772078237	astrocytes	AB_S11	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
150	SAMN03486247	SRX995966	NextSeq 500	2015-04-15	345	168	SRR1974648	SRS910535	GSM1657976	postnatal 37 years	1772078237	neurons	AB_S11	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
150	SAMN03486248	SRX995967	NextSeq 500	2015-04-15	661	324	SRR1974649	SRS910537	GSM1657977	postnatal 37 years	1772078237	neurons	AB_S11	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
150	SAMN03486249	SRX995968	NextSeq 500	2015-04-15	442	218	SRR1974650	SRS910531	GSM1657978	postnatal 37 years	1772078237	neurons	AB_S11	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
150	SAMN03486250	SRX995969	NextSeq 500	2015-04-15	536	266	SRR1974651	SRS910532	GSM1657979	postnatal 37 years	1772078237	astrocytes	AB_S11	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
150	SAMN03486251	SRX995970	NextSeq 500	2015-04-15	538	263	SRR1974652	SRS910533	GSM1657980	postnatal 37 years	1772078237	neurons	AB_S11	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
150	SAMN03486252	SRX995971	NextSeq 500	2015-04-15	531	264	SRR1974653	SRS910534	GSM1657981	postnatal 37 years	1772078237	astrocytes	AB_S11	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
150	SAMN03486253	SRX995972	NextSeq 500	2015-04-15	578	283	SRR1974654	SRS910528	GSM1657982	postnatal 37 years	1772078237	neurons	AB_S11	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
150	SAMN03486254	SRX995973	NextSeq 500	2015-04-15	471	234	SRR1974655	SRS910529	GSM1657983	postnatal 37 years	1772078237	neurons	AB_S11	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
150	SAMN03486255	SRX995974	NextSeq 500	2015-04-15	443	216	SRR1974656	SRS910530	GSM1657984	postnatal 37 years	1772078237	neurons	AB_S11	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
150	SAMN03486256	SRX995975	NextSeq 500	2015-04-15	607	299	SRR1974657	SRS910527	GSM1657985	postnatal 37 years	1772078237	neurons	AB_S11	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
150	SAMN03486257	SRX995976	NextSeq 500	2015-04-15	584	291	SRR1974658	SRS910526	GSM1657986	postnatal 37 years	1772078237	neurons	AB_S11	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
150	SAMN03486258	SRX995977	NextSeq 500	2015-04-15	565	277	SRR1974659	SRS910525	GSM1657987	postnatal 37 years	1772078237	neurons	AB_S11	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
150	SAMN03486259	SRX995978	NextSeq 500	2015-04-15	553	272	SRR1974660	SRS910524	GSM1657988	postnatal 37 years	1772078237	neurons	AB_S11	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
150	SAMN03486260	SRX995979	NextSeq 500	2015-04-15	559	274	SRR1974661	SRS910523	GSM1657989	postnatal 37 years	1772078237	neurons	AB_S11	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
150	SAMN03486261	SRX995980	NextSeq 500	2015-04-15	505	251	SRR1974662	SRS910522	GSM1657990	postnatal 37 years	1772078237	neurons	AB_S11	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
150	SAMN03486262	SRX995981	NextSeq 500	2015-04-15	450	220	SRR1974663	SRS910521	GSM1657991	postnatal 37 years	1772078237	neurons	AB_S11	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486263	SRX995982	Illumina MiSeq	2015-04-15	382	266	SRR1974664	SRS910519	GSM1657992	postnatal 47 years	nochipID12	astrocytes	AB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486264	SRX995983	Illumina MiSeq	2015-04-15	467	326	SRR1974665	SRS910520	GSM1657993	postnatal 47 years	nochipID12	endothelial	AB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486265	SRX995984	Illumina MiSeq	2015-04-15	430	301	SRR1974666	SRS910518	GSM1657994	postnatal 47 years	nochipID12	microglia	AB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486206	SRX995985	Illumina MiSeq	2015-04-15	403	283	SRR1974667	SRS910516	GSM1657995	postnatal 47 years	nochipID12	endothelial	AB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486207	SRX995986	Illumina MiSeq	2015-04-15	326	228	SRR1974668	SRS910517	GSM1657996	postnatal 47 years	nochipID12	microglia	AB_S1	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486208	SRX995987	Illumina MiSeq	2015-04-15	207	145	SRR1974669	SRS910515	GSM1657997	postnatal 63 years	nochipID14	microglia	AB_S2	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486209	SRX995988	Illumina MiSeq	2015-04-15	376	262	SRR1974670	SRS910514	GSM1657998	postnatal 63 years	nochipID14	astrocytes	AB_S2	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486210	SRX995989	Illumina MiSeq	2015-04-15	432	304	SRR1974671	SRS910512	GSM1657999	postnatal 63 years	nochipID14	microglia	AB_S2	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486211	SRX995990	Illumina MiSeq	2015-04-15	341	237	SRR1974672	SRS910513	GSM1658000	postnatal 63 years	nochipID14	astrocytes	AB_S2	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486212	SRX995991	Illumina MiSeq	2015-04-15	375	263	SRR1974673	SRS910511	GSM1658001	postnatal 63 years	nochipID14	neurons	AB_S2	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486213	SRX995992	Illumina MiSeq	2015-04-15	595	416	SRR1974674	SRS910510	GSM1658002	postnatal 22 years	nochipID15	neurons	AB_S3	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486214	SRX995993	Illumina MiSeq	2015-04-15	414	290	SRR1974675	SRS910509	GSM1658003	postnatal 22 years	nochipID15	fetal_quiescent	AB_S3	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486215	SRX995994	Illumina MiSeq	2015-04-15	454	319	SRR1974676	SRS910508	GSM1658004	postnatal 22 years	nochipID15	endothelial	AB_S3	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
202	SAMN03486216	SRX995995	Illumina MiSeq	2015-04-15	341	240	SRR1974677	SRS910507	GSM1658005	postnatal 22 years	nochipID15	neurons	AB_S3	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
302	SAMN03486217	SRX995996	NextSeq 500	2015-04-15	1741	876	SRR1974678	SRS910506	GSM1658006	postnatal 50 years	nochipID2	astrocytes	AB_S4	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
302	SAMN03486218	SRX995997	NextSeq 500	2015-04-15	1581	792	SRR1974679	SRS910504	GSM1658007	postnatal 50 years	nochipID2	astrocytes	AB_S4	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
302	SAMN03486219	SRX995998	NextSeq 500	2015-04-23	1152	582	SRR1974680	SRS910505	GSM1658008	postnatal 50 years	nochipID2	hybrid	AB_S4	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
302	SAMN03486220	SRX995999	NextSeq 500	2015-04-23	1819	904	SRR1974681	SRS910503	GSM1658009	postnatal 50 years	nochipID2	neurons	AB_S4	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
302	SAMN03486221	SRX996000	NextSeq 500	2015-04-15	1621	815	SRR1974682	SRS910502	GSM1658010	postnatal 50 years	nochipID2	astrocytes	AB_S4	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
302	SAMN03486222	SRX996001	NextSeq 500	2015-04-15	1880	947	SRR1974683	SRS910501	GSM1658011	postnatal 50 years	nochipID2	hybrid	AB_S4	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
302	SAMN03486223	SRX996002	NextSeq 500	2015-04-23	696	345	SRR1974684	SRS910500	GSM1658012	postnatal 50 years	nochipID2	neurons	AB_S4	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
302	SAMN03486224	SRX996003	NextSeq 500	2015-04-23	2194	1087	SRR1974685	SRS910499	GSM1658013	postnatal 50 years	nochipID2	hybrid	AB_S4	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
302	SAMN03486225	SRX996004	NextSeq 500	2015-04-23	2611	1287	SRR1974686	SRS910498	GSM1658014	postnatal 50 years	nochipID2	neurons	AB_S4	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
302	SAMN03486226	SRX996005	NextSeq 500	2015-04-15	1665	837	SRR1974687	SRS910497	GSM1658015	postnatal 50 years	nochipID2	hybrid	AB_S4	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
302	SAMN03486227	SRX996006	NextSeq 500	2015-04-15	1534	769	SRR1974688	SRS910496	GSM1658016	postnatal 50 years	nochipID2	astrocytes	AB_S4	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
302	SAMN03486228	SRX996007	NextSeq 500	2015-04-23	1054	523	SRR1974689	SRS910495	GSM1658017	postnatal 50 years	nochipID2	astrocytes	AB_S4	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
302	SAMN03486229	SRX996008	NextSeq 500	2015-04-23	2305	1123	SRR1974690	SRS910493	GSM1658018	postnatal 50 years	nochipID2	oligodendrocytes	AB_S4	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
302	SAMN03486230	SRX996009	NextSeq 500	2015-04-23	2339	1150	SRR1974691	SRS910494	GSM1658019	postnatal 50 years	nochipID2	hybrid	AB_S4	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
302	SAMN03486231	SRX996010	NextSeq 500	2015-04-23	2250	1106	SRR1974692	SRS910492	GSM1658020	postnatal 50 years	nochipID2	astrocytes	AB_S4	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
302	SAMN03486232	SRX996011	NextSeq 500	2015-04-23	1428	709	SRR1974693	SRS910491	GSM1658021	postnatal 50 years	nochipID2	astrocytes	AB_S4	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
302	SAMN03486233	SRX996012	NextSeq 500	2015-04-15	972	490	SRR1974694	SRS910489	GSM1658022	postnatal 50 years	nochipID2	hybrid	AB_S4	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
302	SAMN03486234	SRX996013	NextSeq 500	2015-04-15	1290	637	SRR1974695	SRS910490	GSM1658023	postnatal 50 years	nochipID2	hybrid	AB_S4	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
302	SAMN03486235	SRX996014	NextSeq 500	2015-04-23	1534	756	SRR1974696	SRS910488	GSM1658024	postnatal 50 years	nochipID2	hybrid	AB_S4	cortex	RNA-Seq	PRJNA281204	GEO	public	0	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2015-05-20	SRP057196	Brain
