#Experiment_s	Run_s
SRX1454050	SRR2963324
SRX1454050	SRR2963325
SRX1454051	SRR2963326
SRX1454051	SRR2963327
SRX1454051	SRR2963328
SRX1454052	SRR2963329
SRX1454052	SRR2963330
SRX1454052	SRR2963331
SRX1454053	SRR2963332
SRX1454053	SRR2963333
SRX1454053	SRR2963334
SRX1454054	SRR2963335
SRX1454054	SRR2963336
SRX1454054	SRR2963337
SRX1454055	SRR2963338
SRX1454055	SRR2963339
SRX1454055	SRR2963340
SRX1454056	SRR2963341
SRX1454056	SRR2963342
SRX1454056	SRR2963343
SRX1454057	SRR2963344
SRX1454057	SRR2963345
SRX1454057	SRR2963346
SRX1454058	SRR2963347
SRX1454058	SRR2963348
SRX1454058	SRR2963349
SRX1454059	SRR2963350
SRX1454059	SRR2963351
SRX1454059	SRR2963352
SRX1454060	SRR2963353
SRX1454060	SRR2963354
SRX1454060	SRR2963355
SRX1454061	SRR2963356
SRX1454061	SRR2963357
SRX1454061	SRR2963358
SRX1454062	SRR2963359
SRX1454062	SRR2963360
SRX1454062	SRR2963361
SRX1454063	SRR2963362
SRX1454063	SRR2963363
SRX1454063	SRR2963364
SRX1454064	SRR2963365
SRX1454064	SRR2963366
SRX1454064	SRR2963367
SRX1454065	SRR2963368
SRX1454065	SRR2963369
SRX1454065	SRR2963370
SRX1454530	SRR2964527
SRX1454531	SRR2964528
SRX1454531	SRR2964529
SRX1454532	SRR2964530
SRX1454532	SRR2964531
SRX1454533	SRR2964532
SRX1454533	SRR2964533
SRX1454534	SRR2964534
SRX1454534	SRR2964535
SRX1454535	SRR2964536
SRX1454535	SRR2964537
SRX1454536	SRR2964538
SRX1454536	SRR2964539
SRX1454537	SRR2964540
SRX1454537	SRR2964541
SRX1454538	SRR2964542
SRX1454538	SRR2964543
SRX1454539	SRR2964544
SRX1454539	SRR2964545
SRX1454540	SRR2964546
SRX1454540	SRR2964547
SRX1454541	SRR2964548
SRX1454541	SRR2964549
SRX1454542	SRR2964550
SRX1454542	SRR2964551
SRX1454543	SRR2964552
SRX1454543	SRR2964553
SRX1454544	SRR2964554
SRX1454544	SRR2964555
SRX1454545	SRR2964556
SRX1454545	SRR2964557
SRX1454546	SRR2964558
SRX1454546	SRR2964559
SRX1454547	SRR2964560
SRX1454547	SRR2964561
SRX1454548	SRR2964562
SRX1454548	SRR2964563
SRX1454549	SRR2964564
SRX1454549	SRR2964565
SRX1454550	SRR2964566
SRX1454550	SRR2964567
SRX1454551	SRR2964568
SRX1454551	SRR2964569
SRX1454553	SRR2964572
SRX1454553	SRR2964573
SRX1454554	SRR2964574
SRX1454554	SRR2964575
SRX1454555	SRR2964576
SRX1454555	SRR2964577
SRX1454556	SRR2964578
SRX1454556	SRR2964579
SRX1454557	SRR2964580
SRX1454557	SRR2964581
SRX1454558	SRR2964582
SRX1454558	SRR2964583
SRX1454559	SRR2964584
SRX1454559	SRR2964585
SRX1454560	SRR2964586
SRX1454560	SRR2964587
SRX1454561	SRR2964588
SRX1454561	SRR2964589
SRX1454562	SRR2964590
SRX1454562	SRR2964591
SRX1454563	SRR2964592
SRX1454563	SRR2964593
SRX1454564	SRR2964594
SRX1454564	SRR2964595
SRX1454565	SRR2964596
SRX1454565	SRR2964597
SRX1454566	SRR2964598
SRX1454566	SRR2964599
SRX1454567	SRR2964600
SRX1454567	SRR2964601
SRX1454568	SRR2964602
SRX1454568	SRR2964603
SRX1454569	SRR2964604
SRX1454569	SRR2964605
SRX1454570	SRR2964606
SRX1454570	SRR2964607
SRX1454571	SRR2964608
SRX1454571	SRR2964609
SRX1454572	SRR2964610
SRX1454572	SRR2964611
SRX1454573	SRR2964612
SRX1454573	SRR2964613
SRX1454574	SRR2964614
SRX1454574	SRR2964615
SRX1454575	SRR2964616
SRX1454575	SRR2964617
SRX1454576	SRR2964618
SRX1454576	SRR2964619
SRX1454577	SRR2964620
SRX1454577	SRR2964621
SRX1454578	SRR2964622
SRX1454578	SRR2964623
SRX1454579	SRR2964624
SRX1454579	SRR2964625
SRX1454580	SRR2964626
SRX1454580	SRR2964627
SRX1454581	SRR2964628
SRX1454581	SRR2964629
SRX1454582	SRR2964630
SRX1454582	SRR2964631
SRX1454583	SRR2964632
SRX1454583	SRR2964633
SRX1454584	SRR2964634
SRX1454584	SRR2964635
SRX1454585	SRR2964636
SRX1454585	SRR2964637
SRX1454586	SRR2964638
SRX1454586	SRR2964639
SRX1454587	SRR2964640
SRX1454587	SRR2964641
SRX1454588	SRR2964642
SRX1454588	SRR2964643
SRX1454589	SRR2964644
SRX1454589	SRR2964645
SRX1454590	SRR2964646
SRX1454590	SRR2964647
SRX1454591	SRR2964648
SRX1454591	SRR2964649
SRX1454592	SRR2964650
SRX1454592	SRR2964651
SRX1454593	SRR2964652
SRX1454593	SRR2964653
SRX1454594	SRR2964654
SRX1454594	SRR2964655
SRX1454595	SRR2964656
SRX1454595	SRR2964657
SRX1454596	SRR2964658
SRX1454596	SRR2964659
SRX1454597	SRR2964660
SRX1454597	SRR2964661
SRX1454598	SRR2964662
SRX1454598	SRR2964663
SRX1454599	SRR2964664
SRX1454599	SRR2964665
SRX1454600	SRR2964666
SRX1454600	SRR2964667
SRX1454601	SRR2964668
SRX1454601	SRR2964669
SRX1454602	SRR2964670
SRX1454602	SRR2964671
SRX1454603	SRR2964672
SRX1454603	SRR2964673
SRX1454604	SRR2964674
SRX1454604	SRR2964675
SRX1454605	SRR2964676
SRX1454605	SRR2964677
SRX1454606	SRR2964678
SRX1454606	SRR2964679
SRX1454607	SRR2964680
SRX1454607	SRR2964681
SRX1454609	SRR2964684
SRX1454609	SRR2964685
SRX1454610	SRR2964686
SRX1454610	SRR2964687
SRX1454611	SRR2964688
SRX1454611	SRR2964689
SRX1454612	SRR2964690
SRX1454612	SRR2964691
SRX1454613	SRR2964692
SRX1454613	SRR2964693
SRX1454614	SRR2964694
SRX1454614	SRR2964695
SRX1454615	SRR2964696
SRX1454615	SRR2964697
SRX1454616	SRR2964698
SRX1454616	SRR2964699
SRX1454617	SRR2964700
SRX1454617	SRR2964701
SRX1454618	SRR2964702
SRX1454618	SRR2964703
SRX1454619	SRR2964704
SRX1454619	SRR2964705
SRX1454620	SRR2964706
SRX1454620	SRR2964707
SRX1454621	SRR2964708
SRX1454621	SRR2964709
SRX1454622	SRR2964710
SRX1454622	SRR2964711
SRX1454623	SRR2964712
SRX1454623	SRR2964713
SRX1454624	SRR2964714
SRX1454624	SRR2964715
SRX1454625	SRR2964716
SRX1454625	SRR2964717
SRX1454626	SRR2964718
SRX1454626	SRR2964719
SRX1454627	SRR2964720
SRX1454627	SRR2964721
SRX1454628	SRR2964722
SRX1454628	SRR2964723
SRX1454629	SRR2964724
SRX1454629	SRR2964725
SRX1454630	SRR2964726
SRX1454630	SRR2964727
SRX1454631	SRR2964728
SRX1454631	SRR2964729
SRX1454632	SRR2964730
SRX1454632	SRR2964731
SRX1454633	SRR2964732
SRX1454633	SRR2964733
SRX1454634	SRR2964734
SRX1454634	SRR2964735
SRX1454635	SRR2964736
SRX1454635	SRR2964737
SRX1454636	SRR2964738
SRX1454636	SRR2964739
SRX1454637	SRR2964740
SRX1454637	SRR2964741
SRX1454638	SRR2964742
SRX1454638	SRR2964743
SRX1454639	SRR2964744
SRX1454639	SRR2964745
SRX1454640	SRR2964746
SRX1454640	SRR2964747
SRX1454641	SRR2964748
SRX1454641	SRR2964749
SRX1454642	SRR2964750
SRX1454642	SRR2964751
SRX1454643	SRR2964752
SRX1454643	SRR2964753
SRX1454644	SRR2964754
SRX1454644	SRR2964755
SRX1454645	SRR2964756
SRX1454645	SRR2964757
SRX1454646	SRR2964758
SRX1454646	SRR2964759
SRX1454647	SRR2964760
SRX1454647	SRR2964761
SRX1454648	SRR2964762
SRX1454648	SRR2964763
SRX1454649	SRR2964764
SRX1454649	SRR2964765
SRX1454651	SRR2964768
SRX1454651	SRR2964769
SRX1454066	SRR2963371
SRX1454066	SRR2963372
SRX1454066	SRR2963373
SRX1454067	SRR2963374
SRX1454067	SRR2963375
SRX1454067	SRR2963376
SRX1454068	SRR2963377
SRX1454068	SRR2963378
SRX1454068	SRR2963379
SRX1454069	SRR2963380
SRX1454069	SRR2963381
SRX1454069	SRR2963382
SRX1454070	SRR2963383
SRX1454070	SRR2963384
SRX1454070	SRR2963385
SRX1454071	SRR2963386
SRX1454071	SRR2963387
SRX1454071	SRR2963388
SRX1454072	SRR2963389
SRX1454072	SRR2963390
SRX1454072	SRR2963391
SRX1454073	SRR2963392
SRX1454073	SRR2963393
SRX1454073	SRR2963394
SRX1454074	SRR2963395
SRX1454074	SRR2963396
SRX1454074	SRR2963397
SRX1454075	SRR2963398
SRX1454075	SRR2963399
SRX1454075	SRR2963400
SRX1454076	SRR2963401
SRX1454076	SRR2963402
SRX1454076	SRR2963403
SRX1454077	SRR2963404
SRX1454077	SRR2963405
SRX1454077	SRR2963406
SRX1454078	SRR2963407
SRX1454078	SRR2963408
SRX1454078	SRR2963409
SRX1454079	SRR2963410
SRX1454079	SRR2963411
SRX1454079	SRR2963412
SRX1454080	SRR2963413
SRX1454080	SRR2963414
SRX1454080	SRR2963415
SRX1454081	SRR2963416
SRX1454081	SRR2963417
SRX1454081	SRR2963418
SRX1454082	SRR2963419
SRX1454082	SRR2963420
SRX1454082	SRR2963421
SRX1454083	SRR2963422
SRX1454083	SRR2963423
SRX1454083	SRR2963424
SRX1454084	SRR2963425
SRX1454084	SRR2963426
SRX1454084	SRR2963427
SRX1454085	SRR2963428
SRX1454085	SRR2963429
SRX1454085	SRR2963430
SRX1454086	SRR2963431
SRX1454086	SRR2963432
SRX1454086	SRR2963433
SRX1454087	SRR2963434
SRX1454087	SRR2963435
SRX1454087	SRR2963436
SRX1454088	SRR2963437
SRX1454088	SRR2963438
SRX1454088	SRR2963439
SRX1454089	SRR2963440
SRX1454089	SRR2963441
SRX1454089	SRR2963442
SRX1454090	SRR2963443
SRX1454090	SRR2963444
SRX1454090	SRR2963445
SRX1454091	SRR2963446
SRX1454091	SRR2963447
SRX1454091	SRR2963448
SRX1454092	SRR2963449
SRX1454092	SRR2963450
SRX1454092	SRR2963451
SRX1454093	SRR2963452
SRX1454093	SRR2963453
SRX1454093	SRR2963454
SRX1454094	SRR2963455
SRX1454094	SRR2963456
SRX1454094	SRR2963457
SRX1454095	SRR2963458
SRX1454095	SRR2963459
SRX1454095	SRR2963460
SRX1454096	SRR2963461
SRX1454096	SRR2963462
SRX1454096	SRR2963463
SRX1454097	SRR2963464
SRX1454097	SRR2963465
SRX1454097	SRR2963466
SRX1454098	SRR2963467
SRX1454098	SRR2963468
SRX1454098	SRR2963469
SRX1454099	SRR2963470
SRX1454099	SRR2963471
SRX1454099	SRR2963472
SRX1454100	SRR2963473
SRX1454100	SRR2963474
SRX1454100	SRR2963475
SRX1454101	SRR2963476
SRX1454101	SRR2963477
SRX1454101	SRR2963478
SRX1454102	SRR2963479
SRX1454102	SRR2963480
SRX1454102	SRR2963481
SRX1454103	SRR2963482
SRX1454103	SRR2963483
SRX1454103	SRR2963484
SRX1454104	SRR2963485
SRX1454104	SRR2963486
SRX1454104	SRR2963487
SRX1454105	SRR2963488
SRX1454105	SRR2963489
SRX1454105	SRR2963490
SRX1454106	SRR2963491
SRX1454106	SRR2963492
SRX1454106	SRR2963493
SRX1454107	SRR2963494
SRX1454107	SRR2963495
SRX1454107	SRR2963496
SRX1454108	SRR2963497
SRX1454108	SRR2963498
SRX1454108	SRR2963499
SRX1454109	SRR2963500
SRX1454109	SRR2963501
SRX1454109	SRR2963502
SRX1454110	SRR2963503
SRX1454110	SRR2963504
SRX1454110	SRR2963505
SRX1454111	SRR2963506
SRX1454111	SRR2963507
SRX1454111	SRR2963508
SRX1454112	SRR2963509
SRX1454112	SRR2963510
SRX1454112	SRR2963511
SRX1454113	SRR2963512
SRX1454113	SRR2963513
SRX1454113	SRR2963514
SRX1454114	SRR2963515
SRX1454114	SRR2963516
SRX1454114	SRR2963517
SRX1454115	SRR2963518
SRX1454115	SRR2963519
SRX1454115	SRR2963520
SRX1454116	SRR2963521
SRX1454116	SRR2963522
SRX1454116	SRR2963523
SRX1454117	SRR2963524
SRX1454117	SRR2963525
SRX1454117	SRR2963526
SRX1454118	SRR2963527
SRX1454118	SRR2963528
SRX1454118	SRR2963529
SRX1454119	SRR2963530
SRX1454119	SRR2963531
SRX1454119	SRR2963532
SRX1454120	SRR2963533
SRX1454120	SRR2963534
SRX1454120	SRR2963535
SRX1454121	SRR2963536
SRX1454121	SRR2963537
SRX1454121	SRR2963538
SRX1454122	SRR2963539
SRX1454122	SRR2963540
SRX1454122	SRR2963541
SRX1454123	SRR2963542
SRX1454123	SRR2963543
SRX1454123	SRR2963544
SRX1454124	SRR2963545
SRX1454124	SRR2963546
SRX1454124	SRR2963547
SRX1454125	SRR2963548
SRX1454125	SRR2963549
SRX1454125	SRR2963550
SRX1454126	SRR2963551
SRX1454126	SRR2963552
SRX1454126	SRR2963553
SRX1454127	SRR2963554
SRX1454127	SRR2963555
SRX1454127	SRR2963556
SRX1454128	SRR2963557
SRX1454128	SRR2963558
SRX1454128	SRR2963559
SRX1454129	SRR2963560
SRX1454129	SRR2963561
SRX1454129	SRR2963562
SRX1454130	SRR2963563
SRX1454130	SRR2963564
SRX1454130	SRR2963565
SRX1454131	SRR2963566
SRX1454131	SRR2963567
SRX1454131	SRR2963568
SRX1454132	SRR2963569
SRX1454132	SRR2963570
SRX1454132	SRR2963571
SRX1454133	SRR2963572
SRX1454133	SRR2963573
SRX1454133	SRR2963574
SRX1454134	SRR2963575
SRX1454134	SRR2963576
SRX1454134	SRR2963577
SRX1454135	SRR2963578
SRX1454135	SRR2963579
SRX1454135	SRR2963580
SRX1454136	SRR2963581
SRX1454136	SRR2963582
SRX1454136	SRR2963583
SRX1454137	SRR2963584
SRX1454137	SRR2963585
SRX1454137	SRR2963586
SRX1454138	SRR2963587
SRX1454138	SRR2963588
SRX1454138	SRR2963589
SRX1454139	SRR2963590
SRX1454139	SRR2963591
SRX1454139	SRR2963592
SRX1454141	SRR2963596
SRX1454141	SRR2963597
SRX1454141	SRR2963598
SRX1454142	SRR2963599
SRX1454142	SRR2963600
SRX1454142	SRR2963601
SRX1454143	SRR2963602
SRX1454143	SRR2963603
SRX1454143	SRR2963604
SRX1454144	SRR2963605
SRX1454144	SRR2963606
SRX1454144	SRR2963607
SRX1454145	SRR2963608
SRX1454145	SRR2963609
SRX1454145	SRR2963610
SRX1454146	SRR2963611
SRX1454146	SRR2963612
SRX1454146	SRR2963613
SRX1454147	SRR2963614
SRX1454147	SRR2963615
SRX1454147	SRR2963616
SRX1454148	SRR2963617
SRX1454148	SRR2963618
SRX1454148	SRR2963619
SRX1454149	SRR2963620
SRX1454149	SRR2963621
SRX1454149	SRR2963622
SRX1454150	SRR2963623
SRX1454150	SRR2963624
SRX1454150	SRR2963625
SRX1454151	SRR2963626
SRX1454151	SRR2963627
SRX1454151	SRR2963628
SRX1454152	SRR2963629
SRX1454152	SRR2963630
SRX1454152	SRR2963631
SRX1454153	SRR2963632
SRX1454153	SRR2963633
SRX1454153	SRR2963634
SRX1454154	SRR2963635
SRX1454154	SRR2963636
SRX1454154	SRR2963637
SRX1454155	SRR2963638
SRX1454155	SRR2963639
SRX1454155	SRR2963640
SRX1454156	SRR2963641
SRX1454156	SRR2963642
SRX1454156	SRR2963643
SRX1454157	SRR2963644
SRX1454157	SRR2963645
SRX1454157	SRR2963646
SRX1454158	SRR2963647
SRX1454158	SRR2963648
SRX1454158	SRR2963649
SRX1454159	SRR2963650
SRX1454159	SRR2963651
SRX1454159	SRR2963652
SRX1454160	SRR2963653
SRX1454160	SRR2963654
SRX1454160	SRR2963655
SRX1454161	SRR2963656
SRX1454161	SRR2963657
SRX1454161	SRR2963658
SRX1454162	SRR2963659
SRX1454162	SRR2963660
SRX1454162	SRR2963661
SRX1454163	SRR2963662
SRX1454163	SRR2963663
SRX1454163	SRR2963664
SRX1454164	SRR2963665
SRX1454164	SRR2963666
SRX1454164	SRR2963667
SRX1454165	SRR2963668
SRX1454165	SRR2963669
SRX1454165	SRR2963670
SRX1454166	SRR2963671
SRX1454166	SRR2963672
SRX1454166	SRR2963673
SRX1454167	SRR2963674
SRX1454167	SRR2963675
SRX1454167	SRR2963676
SRX1454168	SRR2963678
SRX1454168	SRR2963679
SRX1454169	SRR2963680
SRX1454169	SRR2963681
SRX1454169	SRR2963682
SRX1454171	SRR2963686
SRX1454171	SRR2963687
SRX1454171	SRR2963688
SRX2039960	SRR4050379
SRX2039961	SRR4050380
SRX2039962	SRR4050381
SRX2039963	SRR4050382
SRX2039964	SRR4050383
SRX2039965	SRR4050384
SRX2039966	SRR4050385
SRX2039967	SRR4050386
SRX2039968	SRR4050387
SRX2039969	SRR4050388
SRX2039970	SRR4050389
SRX2039971	SRR4050390
SRX2039972	SRR4050391
SRX2039973	SRR4050392
SRX2039974	SRR4050393
SRX2039975	SRR4050394
SRX2039976	SRR4050395
SRX2039977	SRR4050396
SRX2039978	SRR4050397
SRX2039979	SRR4050398
SRX2039980	SRR4050399
SRX2039981	SRR4050400
SRX2039982	SRR4050401
SRX2039983	SRR4050402
SRX2039984	SRR4050403
SRX2039985	SRR4050404
SRX2039986	SRR4050405
SRX2039987	SRR4050406
SRX2039988	SRR4050407
SRX2039989	SRR4050408
SRX2039990	SRR4050409
SRX2039991	SRR4050410
SRX2039992	SRR4050411
SRX2039993	SRR4050412
SRX2039994	SRR4050413
SRX2039995	SRR4050414
SRX2039996	SRR4050415
SRX2039997	SRR4050416
SRX2039998	SRR4050417
SRX2039999	SRR4050418
SRX2040000	SRR4050419
SRX2040001	SRR4050420
SRX2040002	SRR4050421
SRX2040003	SRR4050422
SRX2040004	SRR4050423
SRX2040005	SRR4050424
SRX2040006	SRR4050425
SRX2040007	SRR4050426
SRX2040008	SRR4050427
SRX2040009	SRR4050428
SRX2040010	SRR4050429
SRX2040011	SRR4050430
SRX2040012	SRR4050431
SRX2040013	SRR4050432
SRX2040014	SRR4050433
SRX2040015	SRR4050434
SRX2040016	SRR4050435
SRX2040017	SRR4050436
SRX2040018	SRR4050437
SRX2040019	SRR4050438
SRX2040020	SRR4050439
SRX2040021	SRR4050440
SRX2040022	SRR4050441
SRX2040023	SRR4050442
SRX2040024	SRR4050443
SRX2040025	SRR4050444
SRX2040026	SRR4050445
SRX2040027	SRR4050446
SRX2040028	SRR4050447
SRX2040029	SRR4050448
SRX2040030	SRR4050449
SRX2040031	SRR4050450
SRX2040032	SRR4050451
SRX2040033	SRR4050452
SRX2040034	SRR4050453
SRX2040035	SRR4050454
SRX2040036	SRR4050455
SRX2040037	SRR4050456
SRX2040038	SRR4050457
SRX2040039	SRR4050458
SRX2040040	SRR4050459
SRX2040041	SRR4050460
SRX2040042	SRR4050461
SRX2040043	SRR4050462
SRX2040044	SRR4050463
SRX2040045	SRR4050464
SRX2040046	SRR4050465
SRX2040047	SRR4050466
SRX2040048	SRR4050467
SRX2040049	SRR4050468
SRX2040050	SRR4050469
SRX2040051	SRR4050470
SRX2040052	SRR4050471
SRX2040053	SRR4050472
SRX2040054	SRR4050473
SRX2040055	SRR4050474
SRX2040056	SRR4050475
SRX2040057	SRR4050476
SRX2040058	SRR4050477
SRX2040059	SRR4050478
SRX2040060	SRR4050479
SRX2040061	SRR4050480
SRX2040062	SRR4050481
SRX2040063	SRR4050482
SRX2040064	SRR4050483
SRX2040065	SRR4050484
SRX2040066	SRR4050485
SRX2040067	SRR4050486
SRX2040068	SRR4050487
SRX2040069	SRR4050488
SRX2040070	SRR4050489
SRX2040071	SRR4050490
SRX2040072	SRR4050491
SRX2040073	SRR4050492
SRX2040074	SRR4050493
SRX2040075	SRR4050494
SRX2040076	SRR4050495
SRX2040077	SRR4050496
SRX2040078	SRR4050497
SRX2040079	SRR4050498
SRX2040080	SRR4050499
SRX2040081	SRR4050500
SRX2040082	SRR4050501
SRX2040083	SRR4050502
SRX2040084	SRR4050503
SRX2040085	SRR4050504
SRX2040086	SRR4050505
SRX2040087	SRR4050506
SRX2040088	SRR4050507
SRX2040089	SRR4050508
SRX2040090	SRR4050509
SRX2040091	SRR4050510
SRX2040092	SRR4050511
SRX2040093	SRR4050512
SRX2040094	SRR4050513
SRX2040095	SRR4050514
SRX2040096	SRR4050515
SRX2040097	SRR4050516
SRX2040098	SRR4050517
SRX2040099	SRR4050518
SRX2040100	SRR4050519
SRX2040101	SRR4050520
SRX2040102	SRR4050521
SRX2040103	SRR4050522
SRX2040104	SRR4050523
SRX2040105	SRR4050524
SRX2040106	SRR4050525
SRX2040107	SRR4050526
SRX2040108	SRR4050527
SRX2040109	SRR4050528
SRX2040110	SRR4050529
SRX2040111	SRR4050530
SRX2040112	SRR4050531
SRX2040113	SRR4050532
SRX2040114	SRR4050533
SRX2040115	SRR4050534
SRX2040116	SRR4050535
SRX2040117	SRR4050536
SRX2040118	SRR4050537
SRX2040119	SRR4050538
SRX2040120	SRR4050539
SRX2040121	SRR4050540
SRX2040122	SRR4050541
SRX2040123	SRR4050542
SRX2040124	SRR4050543
SRX2040125	SRR4050544
SRX2040126	SRR4050545
SRX2040127	SRR4050546
SRX2040128	SRR4050547
SRX2040129	SRR4050548
SRX2040130	SRR4050549
SRX2040131	SRR4050550
SRX2040132	SRR4050551
SRX2040133	SRR4050552
SRX2040134	SRR4050553
SRX2040135	SRR4050554
SRX2040136	SRR4050555
SRX2040137	SRR4050556
SRX2040138	SRR4050557
SRX2040139	SRR4050558
SRX2040140	SRR4050559
SRX2040141	SRR4050560
SRX2040142	SRR4050561
SRX2040143	SRR4050562
SRX2040144	SRR4050563
SRX2040145	SRR4050564
SRX2040146	SRR4050565
SRX2040147	SRR4050566
SRX2040148	SRR4050567
SRX2040149	SRR4050568
SRX2040150	SRR4050569
SRX2040151	SRR4050570
SRX2040152	SRR4050571
SRX2040153	SRR4050572
SRX2040154	SRR4050573
SRX2040155	SRR4050574
SRX2040156	SRR4050575
SRX2040157	SRR4050576
SRX2040158	SRR4050577
SRX2040159	SRR4050578
SRX2040160	SRR4050579
SRX2040161	SRR4050580
SRX2040162	SRR4050581
SRX2040163	SRR4050582
SRX2040164	SRR4050583
SRX2040165	SRR4050584
SRX2040166	SRR4050585
SRX2040167	SRR4050586
SRX2040168	SRR4050587
SRX2040169	SRR4050588
SRX2040170	SRR4050589
SRX2040171	SRR4050590
SRX2040172	SRR4050591
SRX2040173	SRR4050592
SRX2040174	SRR4050593
SRX2040175	SRR4050594
SRX2040176	SRR4050595
SRX2040177	SRR4050596
SRX2040178	SRR4050597
SRX2040179	SRR4050598
SRX2040180	SRR4050599
SRX2040181	SRR4050600
SRX2040182	SRR4050601
SRX2040183	SRR4050602
SRX2040184	SRR4050603
SRX2040185	SRR4050604
SRX2040186	SRR4050605
SRX2040187	SRR4050606
SRX2040188	SRR4050607
SRX2040189	SRR4050608
SRX2040190	SRR4050609
SRX2040191	SRR4050610
SRX2040192	SRR4050611
SRX2040193	SRR4050612
SRX2040194	SRR4050613
SRX2040195	SRR4050614
SRX2040196	SRR4050615
SRX2040197	SRR4050616
SRX2040198	SRR4050617
SRX2040199	SRR4050618
SRX2040200	SRR4050619
SRX2040201	SRR4050620
SRX2040202	SRR4050621
SRX2040203	SRR4050622
SRX2040204	SRR4050623
SRX2040205	SRR4050624
SRX2040206	SRR4050625
SRX2040207	SRR4050626
SRX2040208	SRR4050627
SRX2040209	SRR4050628
SRX2040210	SRR4050629
SRX2040211	SRR4050630
SRX2040212	SRR4050631
SRX2040213	SRR4050632
SRX2040214	SRR4050633
SRX2040215	SRR4050634
SRX2040216	SRR4050635
SRX2040217	SRR4050636
SRX2040218	SRR4050637
SRX2040219	SRR4050638
SRX2040220	SRR4050639
SRX2040221	SRR4050640
SRX2040222	SRR4050641
SRX2040223	SRR4050642
SRX2040224	SRR4050643
SRX2040225	SRR4050644
SRX2040226	SRR4050645
SRX2040227	SRR4050646
SRX2040228	SRR4050647
SRX2040229	SRR4050648
SRX2040230	SRR4050649
SRX2040231	SRR4050650
SRX2040232	SRR4050651
SRX2040233	SRR4050652
SRX2040234	SRR4050653
SRX2040235	SRR4050654
SRX2040236	SRR4050655
SRX2040237	SRR4050656
SRX2040238	SRR4050657
SRX2040239	SRR4050658
SRX2040240	SRR4050659
SRX2040241	SRR4050660
SRX2040242	SRR4050661
SRX2040243	SRR4050662
SRX2040244	SRR4050663
SRX2040245	SRR4050664
SRX2040246	SRR4050665
SRX2040247	SRR4050666
SRX2040248	SRR4050667
SRX2040249	SRR4050668
SRX2040250	SRR4050669
SRX2040251	SRR4050670
SRX2040252	SRR4050671
SRX2040253	SRR4050672
SRX2040254	SRR4050673
SRX2040255	SRR4050674
SRX2040256	SRR4050675
SRX2040257	SRR4050676
SRX2040258	SRR4050677
SRX2040259	SRR4050678
SRX2040260	SRR4050679
SRX2040261	SRR4050680
SRX2040262	SRR4050681
SRX2040263	SRR4050682
SRX2040264	SRR4050683
SRX2040265	SRR4050684
SRX2040266	SRR4050685
SRX2040267	SRR4050686
SRX2040268	SRR4050687
SRX2040269	SRR4050688
SRX2040270	SRR4050689
SRX2040271	SRR4050690
SRX2040272	SRR4050691
SRX2040273	SRR4050692
SRX2040274	SRR4050693
SRX2040275	SRR4050694
SRX2040276	SRR4050695
SRX2040277	SRR4050696
SRX2040278	SRR4050697
SRX2040279	SRR4050698
SRX2040280	SRR4050699
SRX2040281	SRR4050700
SRX2040282	SRR4050701
SRX2040283	SRR4050702
SRX2040284	SRR4050703
SRX2040285	SRR4050704
SRX2040286	SRR4050705
SRX2040287	SRR4050706
SRX2040288	SRR4050707
SRX2040289	SRR4050708
SRX2040290	SRR4050709
SRX2040291	SRR4050710
SRX2040292	SRR4050711
SRX2040293	SRR4050712
SRX2040294	SRR4050713
SRX2040295	SRR4050714
SRX2040296	SRR4050715
SRX2040297	SRR4050716
SRX2040298	SRR4050717
SRX2040299	SRR4050718
SRX2040300	SRR4050719
SRX2040301	SRR4050720
SRX2040302	SRR4050721
SRX2040303	SRR4050722
SRX2040304	SRR4050723
SRX2040305	SRR4050724
SRX2040306	SRR4050725
SRX2040307	SRR4050726
SRX2040308	SRR4050727
SRX2040309	SRR4050728
SRX2040310	SRR4050729
SRX2040311	SRR4050730
SRX2040312	SRR4050731
SRX2040313	SRR4050732
SRX2040314	SRR4050733
SRX2040315	SRR4050734
SRX2040316	SRR4050735
SRX2040317	SRR4050736
SRX2040318	SRR4050737
SRX2040319	SRR4050738
SRX2040320	SRR4050739
SRX2040321	SRR4050740
SRX2040322	SRR4050741
SRX2040323	SRR4050742
SRX2040324	SRR4050743
SRX2040325	SRR4050744
SRX2040326	SRR4050745
SRX2040327	SRR4050746
SRX2040328	SRR4050747
SRX2040329	SRR4050748
SRX2040330	SRR4050749
SRX2040331	SRR4050750
SRX2040332	SRR4050751
SRX2040333	SRR4050752
SRX2040334	SRR4050753
SRX2040335	SRR4050754
SRX2040336	SRR4050755
SRX2040337	SRR4050756
SRX2040338	SRR4050757
SRX2040339	SRR4050758
SRX2040340	SRR4050759
SRX2040341	SRR4050760
SRX2040342	SRR4050761
SRX2040343	SRR4050762
SRX2040344	SRR4050763
SRX2040345	SRR4050764
SRX2040346	SRR4050765
SRX2040347	SRR4050766
SRX2040348	SRR4050767
SRX2040349	SRR4050768
SRX2040350	SRR4050769
SRX2040351	SRR4050770
SRX2040352	SRR4050771
SRX2040353	SRR4050772
SRX2040354	SRR4050773
SRX2040355	SRR4050774
SRX2040356	SRR4050775
SRX2040357	SRR4050776
SRX2040358	SRR4050777
SRX2040359	SRR4050778
SRX2040360	SRR4050779
SRX2040361	SRR4050780
SRX2040362	SRR4050781
SRX2040363	SRR4050782
