AvgSpotLen_l	BioSample_s	Experiment_s	LoadDate_s	MBases_l	MBytes_l	ReleaseDate_s	Run_s	SRA_Sample_s	Sample_Name_s	cd10_s	cd135_s	cd34_s	cd38_s	cd45ra_s	cd49f_s	cd7_s	cd90_s	facs_time_s	fsc_a_s	fsc_h_s	fsc_w_s	lin_s	source_name_s	ssc_a_s	ssc_h_s	ssc_w_s	Assay_Type_s	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	Instrument_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Organism_s	Platform_s	SRA_Study_s
200	SAMN04300105	SRX1454476	2015-11-30	114	73	2017-01-19	SRR2964410	SRS1182095	GSM1956268	2733	8178	8285	1189	1729	856	-103	2007	21782	100689	94460	69858	662	Lin-CD34+CD38+ bone marrow	64501	65148	64885	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300105	SRX1454476	2015-11-30	112	72	2017-01-19	SRR2964411	SRS1182095	GSM1956268	2733	8178	8285	1189	1729	856	-103	2007	21782	100689	94460	69858	662	Lin-CD34+CD38+ bone marrow	64501	65148	64885	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300106	SRX1454477	2015-11-30	113	67	2017-01-19	SRR2964412	SRS1182093	GSM1956269	17851	15611	4831	3357	3576	401	-86	114	21561	99649	97629	66892	456	Lin-CD34+CD38+ bone marrow	54808	52605	68280	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300106	SRX1454477	2015-11-30	235	148	2017-01-19	SRR2964413	SRS1182093	GSM1956269	17851	15611	4831	3357	3576	401	-86	114	21561	99649	97629	66892	456	Lin-CD34+CD38+ bone marrow	54808	52605	68280	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300106	SRX1454477	2015-11-30	231	145	2017-01-19	SRR2964414	SRS1182093	GSM1956269	17851	15611	4831	3357	3576	401	-86	114	21561	99649	97629	66892	456	Lin-CD34+CD38+ bone marrow	54808	52605	68280	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300107	SRX1454478	2015-11-30	50	30	2017-01-19	SRR2964415	SRS1182092	GSM1956270	305	6919	6822	2927	9436	712	707	74	21373	121658	111851	71282	-387	Lin-CD34+CD38+ bone marrow	64157	60303	69725	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300107	SRX1454478	2015-11-30	111	70	2017-01-19	SRR2964416	SRS1182092	GSM1956270	305	6919	6822	2927	9436	712	707	74	21373	121658	111851	71282	-387	Lin-CD34+CD38+ bone marrow	64157	60303	69725	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300107	SRX1454478	2015-11-30	108	68	2017-01-19	SRR2964417	SRS1182092	GSM1956270	305	6919	6822	2927	9436	712	707	74	21373	121658	111851	71282	-387	Lin-CD34+CD38+ bone marrow	64157	60303	69725	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300108	SRX1454479	2015-11-30	21	12	2017-01-19	SRR2964418	SRS1182090	GSM1956271	500	4946	7808	1430	60	645	56	-102	21171	111642	108029	67728	191	Lin-CD34+CD38+ bone marrow	79419	76701	67859	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300108	SRX1454479	2015-11-30	47	30	2017-01-19	SRR2964419	SRS1182090	GSM1956271	500	4946	7808	1430	60	645	56	-102	21171	111642	108029	67728	191	Lin-CD34+CD38+ bone marrow	79419	76701	67859	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300108	SRX1454479	2015-11-30	46	30	2017-01-19	SRR2964420	SRS1182090	GSM1956271	500	4946	7808	1430	60	645	56	-102	21171	111642	108029	67728	191	Lin-CD34+CD38+ bone marrow	79419	76701	67859	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300109	SRX1454480	2015-11-30	8	5	2017-01-19	SRR2964421	SRS1182091	GSM1956272	619	7430	8116	3812	4895	369	275	-187	20928	111092	107401	67789	479	Lin-CD34+CD38+ bone marrow	61921	61949	65506	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300109	SRX1454480	2015-11-30	17	12	2017-01-19	SRR2964422	SRS1182091	GSM1956272	619	7430	8116	3812	4895	369	275	-187	20928	111092	107401	67789	479	Lin-CD34+CD38+ bone marrow	61921	61949	65506	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300109	SRX1454480	2015-11-30	17	11	2017-01-19	SRR2964423	SRS1182091	GSM1956272	619	7430	8116	3812	4895	369	275	-187	20928	111092	107401	67789	479	Lin-CD34+CD38+ bone marrow	61921	61949	65506	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300110	SRX1454481	2015-11-30	10	6	2017-01-19	SRR2964424	SRS1182105	GSM1956273	85073	1666	9457	5143	1830	38	551	-206	20716	106855	111081	63043	1163	Lin-CD34+CD38+ bone marrow	32542	31593	67505	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300110	SRX1454481	2015-11-30	25	16	2017-01-19	SRR2964425	SRS1182105	GSM1956273	85073	1666	9457	5143	1830	38	551	-206	20716	106855	111081	63043	1163	Lin-CD34+CD38+ bone marrow	32542	31593	67505	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300110	SRX1454481	2015-11-30	24	15	2017-01-19	SRR2964426	SRS1182105	GSM1956273	85073	1666	9457	5143	1830	38	551	-206	20716	106855	111081	63043	1163	Lin-CD34+CD38+ bone marrow	32542	31593	67505	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300111	SRX1454482	2015-11-30	36	23	2017-01-19	SRR2964427	SRS1182089	GSM1956274	1964	5341	5890	3913	11222	676	274	255	20523	125490	118108	69632	-239	Lin-CD34+CD38+ bone marrow	72062	66748	70754	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300111	SRX1454482	2015-11-30	77	51	2017-01-19	SRR2964428	SRS1182089	GSM1956274	1964	5341	5890	3913	11222	676	274	255	20523	125490	118108	69632	-239	Lin-CD34+CD38+ bone marrow	72062	66748	70754	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300111	SRX1454482	2015-11-30	75	50	2017-01-19	SRR2964429	SRS1182089	GSM1956274	1964	5341	5890	3913	11222	676	274	255	20523	125490	118108	69632	-239	Lin-CD34+CD38+ bone marrow	72062	66748	70754	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300112	SRX1454483	2015-11-30	38	23	2017-01-19	SRR2964430	SRS1182088	GSM1956275	831	1852	3505	2072	1089	819	598	197	20329	104726	95080	72185	145	Lin-CD34+CD38+ bone marrow	79965	74808	70054	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300112	SRX1454483	2015-11-30	85	55	2017-01-19	SRR2964431	SRS1182088	GSM1956275	831	1852	3505	2072	1089	819	598	197	20329	104726	95080	72185	145	Lin-CD34+CD38+ bone marrow	79965	74808	70054	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300112	SRX1454483	2015-11-30	83	54	2017-01-19	SRR2964432	SRS1182088	GSM1956275	831	1852	3505	2072	1089	819	598	197	20329	104726	95080	72185	145	Lin-CD34+CD38+ bone marrow	79965	74808	70054	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300113	SRX1454484	2015-11-30	29	18	2017-01-19	SRR2964433	SRS1182087	GSM1956276	842	2822	7694	2168	2007	365	477	-75	20085	115767	115121	65904	313	Lin-CD34+CD38+ bone marrow	52409	50965	67393	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300113	SRX1454484	2015-11-30	62	41	2017-01-19	SRR2964434	SRS1182087	GSM1956276	842	2822	7694	2168	2007	365	477	-75	20085	115767	115121	65904	313	Lin-CD34+CD38+ bone marrow	52409	50965	67393	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300113	SRX1454484	2015-11-30	60	40	2017-01-19	SRR2964435	SRS1182087	GSM1956276	842	2822	7694	2168	2007	365	477	-75	20085	115767	115121	65904	313	Lin-CD34+CD38+ bone marrow	52409	50965	67393	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300114	SRX1454485	2015-11-30	33	24	2017-01-19	SRR2964436	SRS1182086	GSM1956277	840	3394	6372	3190	256	260	148	96	6212	110267	104337	69261	-246	Lin-CD34+CD38+ bone marrow	70677	70517	65684	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300114	SRX1454485	2015-11-30	33	24	2017-01-19	SRR2964437	SRS1182086	GSM1956277	840	3394	6372	3190	256	260	148	96	6212	110267	104337	69261	-246	Lin-CD34+CD38+ bone marrow	70677	70517	65684	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300115	SRX1454486	2015-11-30	72	52	2017-01-19	SRR2964438	SRS1182085	GSM1956278	808	2798	3141	5398	195	907	243	215	6451	119505	120153	65183	228	Lin-CD34+CD38+ bone marrow	67122	65401	67261	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300115	SRX1454486	2015-11-30	67	49	2017-01-19	SRR2964439	SRS1182085	GSM1956278	808	2798	3141	5398	195	907	243	215	6451	119505	120153	65183	228	Lin-CD34+CD38+ bone marrow	67122	65401	67261	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300116	SRX1454487	2015-11-30	34	26	2017-01-19	SRR2964440	SRS1182084	GSM1956279	437	3326	6132	1387	86	614	-12	758	6663	91543	96652	62072	-321	Lin-CD34+CD38+ bone marrow	57759	58156	65088	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300116	SRX1454487	2015-11-30	32	24	2017-01-19	SRR2964441	SRS1182084	GSM1956279	437	3326	6132	1387	86	614	-12	758	6663	91543	96652	62072	-321	Lin-CD34+CD38+ bone marrow	57759	58156	65088	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300117	SRX1454488	2015-11-30	78	57	2017-01-19	SRR2964442	SRS1182083	GSM1956280	507	4433	5302	1788	227	307	-23	2203	6895	113845	115376	64667	46	Lin-CD34+CD38+ bone marrow	54935	51172	70355	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300117	SRX1454488	2015-11-30	85	62	2017-01-19	SRR2964443	SRS1182083	GSM1956280	507	4433	5302	1788	227	307	-23	2203	6895	113845	115376	64667	46	Lin-CD34+CD38+ bone marrow	54935	51172	70355	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300118	SRX1454489	2015-11-30	56	41	2017-01-19	SRR2964444	SRS1182082	GSM1956281	985	16508	9322	3895	12510	1451	-29	268	7140	126931	121801	68296	362	Lin-CD34+CD38+ bone marrow	62942	57881	71267	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300118	SRX1454489	2015-11-30	59	44	2017-01-19	SRR2964445	SRS1182082	GSM1956281	985	16508	9322	3895	12510	1451	-29	268	7140	126931	121801	68296	362	Lin-CD34+CD38+ bone marrow	62942	57881	71267	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300119	SRX1454490	2015-11-30	265	190	2017-01-19	SRR2964446	SRS1182081	GSM1956282	934	4304	3850	1386	396	369	-25	2456	7333	101993	96285	69421	-155	Lin-CD34+CD38+ bone marrow	63417	63597	65351	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300119	SRX1454490	2015-11-30	241	174	2017-01-19	SRR2964447	SRS1182081	GSM1956282	934	4304	3850	1386	396	369	-25	2456	7333	101993	96285	69421	-155	Lin-CD34+CD38+ bone marrow	63417	63597	65351	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300120	SRX1454491	2015-11-30	24	17	2017-01-19	SRR2964448	SRS1182079	GSM1956283	911	4186	5421	1932	2119	914	21	-456	7524	122815	117161	68699	981	Lin-CD34+CD38+ bone marrow	57211	54061	69354	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300120	SRX1454491	2015-11-30	24	18	2017-01-19	SRR2964449	SRS1182079	GSM1956283	911	4186	5421	1932	2119	914	21	-456	7524	122815	117161	68699	981	Lin-CD34+CD38+ bone marrow	57211	54061	69354	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300121	SRX1454492	2015-11-30	219	156	2017-01-19	SRR2964450	SRS1182080	GSM1956284	594	2019	5415	2499	105	185	346	30	7716	115702	111561	67969	-37	Lin-CD34+CD38+ bone marrow	51219	49929	67229	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300121	SRX1454492	2015-11-30	195	140	2017-01-19	SRR2964451	SRS1182080	GSM1956284	594	2019	5415	2499	105	185	346	30	7716	115702	111561	67969	-37	Lin-CD34+CD38+ bone marrow	51219	49929	67229	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300122	SRX1454493	2015-11-30	254	179	2017-01-19	SRR2964452	SRS1182078	GSM1956285	785	1714	5814	2136	6877	556	314	-411	7914	107165	102036	68830	485	Lin-CD34+CD38+ bone marrow	65460	60964	70369	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300122	SRX1454493	2015-11-30	232	164	2017-01-19	SRR2964453	SRS1182078	GSM1956285	785	1714	5814	2136	6877	556	314	-411	7914	107165	102036	68830	485	Lin-CD34+CD38+ bone marrow	65460	60964	70369	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300123	SRX1454494	2015-11-30	57	41	2017-01-19	SRR2964454	SRS1182077	GSM1956286	397	2001	6721	2771	421	621	199	-152	8114	128442	121749	69139	200	Lin-CD34+CD38+ bone marrow	68227	65349	68422	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300123	SRX1454494	2015-11-30	54	40	2017-01-19	SRR2964455	SRS1182077	GSM1956286	397	2001	6721	2771	421	621	199	-152	8114	128442	121749	69139	200	Lin-CD34+CD38+ bone marrow	68227	65349	68422	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300124	SRX1454495	2015-11-30	62	46	2017-01-19	SRR2964456	SRS1182076	GSM1956287	870	2480	5116	3582	1552	492	266	244	8329	132214	122816	70551	-180	Lin-CD34+CD38+ bone marrow	66692	62244	70219	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300124	SRX1454495	2015-11-30	65	48	2017-01-19	SRR2964457	SRS1182076	GSM1956287	870	2480	5116	3582	1552	492	266	244	8329	132214	122816	70551	-180	Lin-CD34+CD38+ bone marrow	66692	62244	70219	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300125	SRX1454496	2015-11-30	49	36	2017-01-19	SRR2964458	SRS1182075	GSM1956288	1028	4735	9293	1501	414	228	108	529	8520	121377	113685	69970	342	Lin-CD34+CD38+ bone marrow	68018	66149	67388	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300125	SRX1454496	2015-11-30	49	36	2017-01-19	SRR2964459	SRS1182075	GSM1956288	1028	4735	9293	1501	414	228	108	529	8520	121377	113685	69970	342	Lin-CD34+CD38+ bone marrow	68018	66149	67388	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300126	SRX1454497	2015-11-30	57	41	2017-01-19	SRR2964460	SRS1182074	GSM1956289	482	1719	3908	1394	97	193	50	22	10972	101284	101616	65322	150	Lin-CD34+CD38+ bone marrow	58536	57908	66247	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300126	SRX1454497	2015-11-30	60	44	2017-01-19	SRR2964461	SRS1182074	GSM1956289	482	1719	3908	1394	97	193	50	22	10972	101284	101616	65322	150	Lin-CD34+CD38+ bone marrow	58536	57908	66247	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300127	SRX1454498	2015-11-30	292	208	2017-01-19	SRR2964462	SRS1182073	GSM1956290	435	1152	4276	2493	356	582	254	391	10772	131875	121001	71426	-244	Lin-CD34+CD38+ bone marrow	67209	61977	71069	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300127	SRX1454498	2015-11-30	259	185	2017-01-19	SRR2964463	SRS1182073	GSM1956290	435	1152	4276	2493	356	582	254	391	10772	131875	121001	71426	-244	Lin-CD34+CD38+ bone marrow	67209	61977	71069	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300128	SRX1454499	2015-11-30	271	192	2017-01-19	SRR2964464	SRS1182072	GSM1956291	194135	1539	9681	4006	3336	154	526	563	10572	69699	77168	59193	1424	Lin-CD34+CD38+ bone marrow	24761	25824	62837	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300128	SRX1454499	2015-11-30	287	204	2017-01-19	SRR2964465	SRS1182072	GSM1956291	194135	1539	9681	4006	3336	154	526	563	10572	69699	77168	59193	1424	Lin-CD34+CD38+ bone marrow	24761	25824	62837	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300129	SRX1454500	2015-11-30	87	63	2017-01-19	SRR2964466	SRS1182071	GSM1956292	19799	15286	3800	4035	4808	339	234	440	10376	124802	117517	69599	971	Lin-CD34+CD38+ bone marrow	71426	66061	70859	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300129	SRX1454500	2015-11-30	90	66	2017-01-19	SRR2964467	SRS1182071	GSM1956292	19799	15286	3800	4035	4808	339	234	440	10376	124802	117517	69599	971	Lin-CD34+CD38+ bone marrow	71426	66061	70859	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300130	SRX1454501	2015-11-30	134	95	2017-01-19	SRR2964468	SRS1182070	GSM1956293	1500	3393	4074	1942	7526	794	419	952	10134	138923	134400	67741	-163	Lin-CD34+CD38+ bone marrow	53850	50992	69209	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300130	SRX1454501	2015-11-30	136	97	2017-01-19	SRR2964469	SRS1182070	GSM1956293	1500	3393	4074	1942	7526	794	419	952	10134	138923	134400	67741	-163	Lin-CD34+CD38+ bone marrow	53850	50992	69209	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300131	SRX1454502	2015-11-30	221	157	2017-01-19	SRR2964470	SRS1182069	GSM1956294	638	9867	11475	1331	1331	1654	416	5751	9923	108633	106324	66959	189	Lin-CD34+CD38+ bone marrow	61430	58180	69197	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300131	SRX1454502	2015-11-30	203	144	2017-01-19	SRR2964471	SRS1182069	GSM1956294	638	9867	11475	1331	1331	1654	416	5751	9923	108633	106324	66959	189	Lin-CD34+CD38+ bone marrow	61430	58180	69197	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300132	SRX1454503	2015-11-30	38	27	2017-01-19	SRR2964472	SRS1182068	GSM1956295	730	2185	11648	4406	193	418	-173	243	9727	102726	97960	68725	79	Lin-CD34+CD38+ bone marrow	69414	67036	67861	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300132	SRX1454503	2015-11-30	39	28	2017-01-19	SRR2964473	SRS1182068	GSM1956295	730	2185	11648	4406	193	418	-173	243	9727	102726	97960	68725	79	Lin-CD34+CD38+ bone marrow	69414	67036	67861	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300133	SRX1454504	2015-11-30	44	32	2017-01-19	SRR2964474	SRS1182067	GSM1956296	674	939	4219	5554	101	2250	133	239	9532	89312	89022	65749	323	Lin-CD34+CD38+ bone marrow	64303	63006	66885	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300133	SRX1454504	2015-11-30	41	30	2017-01-19	SRR2964475	SRS1182067	GSM1956296	674	939	4219	5554	101	2250	133	239	9532	89312	89022	65749	323	Lin-CD34+CD38+ bone marrow	64303	63006	66885	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
200	SAMN04300134	SRX1454505	2015-11-30	331	238	2017-01-19	SRR2964476	SRS1182066	GSM1956297	574	4335	7795	1188	6865	672	360	66	9335	117861	108620	71112	-16	Lin-CD34+CD38+ bone marrow	56688	54184	68565	RNA-Seq	PRJNA304408	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	SRP066781
