AvgSpotLen_l	BioSample_s	Experiment_s	MBases_l	MBytes_l	Run_s	SRA_Sample_s	Sample_Name_s	Stage_s	source_name_s	tissue_s	Assay_Type_s	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	Instrument_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	LoadDate_s	Organism_s	Platform_s	ReleaseDate_s	SRA_Study_s
192	SAMN04303897	SRX1456665	498	388	SRR2967219	SRS1184727	GSM1957167	37 days	iPSC 409B2	Dissociated whole cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
192	SAMN04304009	SRX1456666	361	282	SRR2967220	SRS1184726	GSM1957168	37 days	iPSC 409B2	Dissociated whole cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
192	SAMN04304010	SRX1456667	476	370	SRR2967221	SRS1184725	GSM1957169	37 days	iPSC 409B2	Dissociated whole cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
192	SAMN04303898	SRX1456668	643	500	SRR2967222	SRS1184724	GSM1957170	37 days	iPSC 409B2	Dissociated whole cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
192	SAMN04303899	SRX1456669	558	435	SRR2967223	SRS1184723	GSM1957171	37 days	iPSC 409B2	Dissociated whole cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
192	SAMN04303900	SRX1456670	586	456	SRR2967224	SRS1184722	GSM1957172	37 days	iPSC 409B2	Dissociated whole cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
192	SAMN04303901	SRX1456671	526	412	SRR2967225	SRS1184719	GSM1957173	37 days	iPSC 409B2	Dissociated whole cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
192	SAMN04303902	SRX1456672	588	455	SRR2967226	SRS1184721	GSM1957174	37 days	iPSC 409B2	Dissociated whole cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
192	SAMN04303903	SRX1456673	470	366	SRR2967227	SRS1184720	GSM1957175	37 days	iPSC 409B2	Dissociated whole cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
192	SAMN04303904	SRX1456674	537	419	SRR2967228	SRS1184718	GSM1957176	37 days	iPSC 409B2	Dissociated whole cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
192	SAMN04303905	SRX1456675	458	357	SRR2967229	SRS1184717	GSM1957177	37 days	iPSC 409B2	Dissociated whole cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
192	SAMN04303906	SRX1456676	514	400	SRR2967230	SRS1184715	GSM1957178	37 days	iPSC 409B2	Dissociated whole cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
192	SAMN04303907	SRX1456677	565	441	SRR2967231	SRS1184716	GSM1957179	37 days	iPSC 409B2	Dissociated whole cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
192	SAMN04303908	SRX1456678	553	431	SRR2967232	SRS1184714	GSM1957180	37 days	iPSC 409B2	Dissociated whole cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
192	SAMN04303909	SRX1456679	674	523	SRR2967233	SRS1184711	GSM1957181	37 days	iPSC 409B2	Dissociated whole cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
192	SAMN04303910	SRX1456680	638	497	SRR2967234	SRS1184710	GSM1957182	37 days	iPSC 409B2	Dissociated whole cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
192	SAMN04303911	SRX1456681	570	440	SRR2967235	SRS1184713	GSM1957183	37 days	iPSC 409B2	Dissociated whole cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
192	SAMN04303912	SRX1456682	485	378	SRR2967236	SRS1184712	GSM1957184	37 days	iPSC 409B2	Dissociated whole cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
192	SAMN04303913	SRX1456683	457	356	SRR2967237	SRS1184709	GSM1957185	37 days	iPSC 409B2	Dissociated whole cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303886	SRX1457016	278	197	SRR2967570	SRS1184390	GSM1957535	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303887	SRX1457017	342	237	SRR2967571	SRS1184388	GSM1957536	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303888	SRX1457018	478	356	SRR2967572	SRS1184387	GSM1957537	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303889	SRX1457019	454	333	SRR2967573	SRS1184386	GSM1957538	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303890	SRX1457020	434	321	SRR2967574	SRS1184385	GSM1957539	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303891	SRX1457021	560	410	SRR2967575	SRS1184383	GSM1957540	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303892	SRX1457022	410	303	SRR2967576	SRS1184384	GSM1957541	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303893	SRX1457023	403	301	SRR2967577	SRS1184382	GSM1957542	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303894	SRX1457024	343	253	SRR2967578	SRS1184381	GSM1957543	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303745	SRX1457025	477	351	SRR2967579	SRS1184380	GSM1957544	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303746	SRX1457026	553	408	SRR2967580	SRS1184379	GSM1957545	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303747	SRX1457027	556	410	SRR2967581	SRS1184378	GSM1957546	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303748	SRX1457028	475	352	SRR2967582	SRS1184377	GSM1957547	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303749	SRX1457029	721	519	SRR2967583	SRS1184376	GSM1957548	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303750	SRX1457030	580	416	SRR2967584	SRS1184374	GSM1957549	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303752	SRX1457032	430	318	SRR2967586	SRS1184375	GSM1957551	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303753	SRX1457033	498	363	SRR2967587	SRS1184373	GSM1957552	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303754	SRX1457034	464	338	SRR2967588	SRS1184372	GSM1957553	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303755	SRX1457035	441	327	SRR2967589	SRS1184371	GSM1957554	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303756	SRX1457036	430	314	SRR2967590	SRS1184370	GSM1957555	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303757	SRX1457037	620	456	SRR2967591	SRS1184369	GSM1957556	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303758	SRX1457038	679	494	SRR2967592	SRS1184368	GSM1957557	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303759	SRX1457039	537	396	SRR2967593	SRS1184367	GSM1957558	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303760	SRX1457040	504	362	SRR2967594	SRS1184366	GSM1957559	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303761	SRX1457041	417	310	SRR2967595	SRS1184365	GSM1957560	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303762	SRX1457042	552	409	SRR2967596	SRS1184364	GSM1957561	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303763	SRX1457043	553	399	SRR2967597	SRS1184363	GSM1957562	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303764	SRX1457044	564	412	SRR2967598	SRS1184362	GSM1957563	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303765	SRX1457045	276	207	SRR2967599	SRS1184361	GSM1957564	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303766	SRX1457046	417	309	SRR2967600	SRS1184360	GSM1957565	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303767	SRX1457047	564	420	SRR2967601	SRS1184359	GSM1957566	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303768	SRX1457048	625	447	SRR2967602	SRS1184358	GSM1957567	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303769	SRX1457049	490	357	SRR2967603	SRS1184357	GSM1957568	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303770	SRX1457050	329	234	SRR2967604	SRS1184356	GSM1957569	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303771	SRX1457051	465	344	SRR2967605	SRS1184355	GSM1957570	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303772	SRX1457052	406	302	SRR2967606	SRS1184354	GSM1957571	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303777	SRX1457053	520	377	SRR2967607	SRS1184353	GSM1957572	58 days	iPSC 409B2	Microdissected cortical-like ventricle from cerebral organoid	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303778	SRX1457054	49	35	SRR2967608	SRS1184352	GSM1957573	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303779	SRX1457055	116	82	SRR2967609	SRS1184351	GSM1957574	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303773	SRX1457056	121	84	SRR2967610	SRS1184350	GSM1957575	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303774	SRX1457057	5	4	SRR2967611	SRS1184349	GSM1957576	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303775	SRX1457058	76	54	SRR2967612	SRS1184348	GSM1957577	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303781	SRX1457061	83	58	SRR2967615	SRS1184347	GSM1957583	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303782	SRX1457062	91	64	SRR2967616	SRS1184346	GSM1957586	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303783	SRX1457063	110	77	SRR2967617	SRS1184345	GSM1957588	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303784	SRX1457064	120	84	SRR2967618	SRS1184344	GSM1957590	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303785	SRX1457065	95	67	SRR2967619	SRS1184342	GSM1957592	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303786	SRX1457066	105	74	SRR2967620	SRS1184343	GSM1957594	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303787	SRX1457067	99	70	SRR2967621	SRS1184341	GSM1957596	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303788	SRX1457068	132	93	SRR2967622	SRS1184340	GSM1957599	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303789	SRX1457069	61	46	SRR2967623	SRS1184337	GSM1957601	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303790	SRX1457070	112	79	SRR2967624	SRS1184338	GSM1957603	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303791	SRX1457071	97	69	SRR2967625	SRS1184339	GSM1957605	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303792	SRX1457072	90	63	SRR2967626	SRS1184336	GSM1957607	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303793	SRX1457073	107	75	SRR2967627	SRS1184335	GSM1957608	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303794	SRX1457074	94	67	SRR2967628	SRS1184334	GSM1957609	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303795	SRX1457075	114	80	SRR2967629	SRS1184332	GSM1957610	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303796	SRX1457076	94	67	SRR2967630	SRS1184333	GSM1957611	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303797	SRX1457077	125	88	SRR2967631	SRS1184331	GSM1957612	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303798	SRX1457078	51	38	SRR2967632	SRS1184330	GSM1957613	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
200	SAMN04303799	SRX1457079	116	81	SRR2967633	SRS1184329	GSM1957614	12 weeks post-conception	fetal human cortex 1	Fetal neocortex	RNA-Seq	PRJNA304502	GEO	public	0	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-01	Homo sapiens	ILLUMINA	2015-12-07	SRP066834
