AvgSpotLen_l	BioSample_s	Experiment_s	LoadDate_s	MBases_l	MBytes_l	Organism_s	Run_s	SRA_Sample_s	Sample_Name_s	Sex_s	age_s	inferred_cell_type_s	source_name_s	strain_s	tissue_s	Assay_Type_s	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	Instrument_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Platform_s	ReleaseDate_s	SRA_Study_s
46	SAMN05567232	SRX2048185	2016-08-24	32	35	Homo sapiens	SRR4058818	SRS1640684	GSM2271957	?	6w	Unk	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05567230	SRX2048186	2016-08-24	20	22	Homo sapiens	SRR4058819	SRS1640685	GSM2271958	?	6w	hNProg	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05567228	SRX2048187	2016-08-24	35	38	Homo sapiens	SRR4058820	SRS1640686	GSM2271959	?	6w	hProgM	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05567226	SRX2048188	2016-08-24	36	39	Homo sapiens	SRR4058821	SRS1640687	GSM2271960	?	6w	hProgBP	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05567222	SRX2048189	2016-08-24	35	38	Homo sapiens	SRR4058822	SRS1640688	GSM2271961	?	6w	hProgBP	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05567224	SRX2048190	2016-08-24	36	39	Homo sapiens	SRR4058823	SRS1640690	GSM2271962	?	6w	hNProg	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05567220	SRX2048191	2016-08-24	19	21	Homo sapiens	SRR4058824	SRS1640689	GSM2271963	?	6w	hProgBP	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05567218	SRX2048192	2016-08-24	17	19	Homo sapiens	SRR4058825	SRS1640692	GSM2271964	?	6w	hNProg	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05567216	SRX2048193	2016-08-24	35	38	Homo sapiens	SRR4058826	SRS1640691	GSM2271965	?	6w	hProgFPL	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05567214	SRX2048194	2016-08-24	38	40	Homo sapiens	SRR4058827	SRS1640694	GSM2271966	?	6w	hProgFPL	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05567212	SRX2048195	2016-08-24	29	31	Homo sapiens	SRR4058828	SRS1640693	GSM2271967	?	6w	hProgM	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05567202	SRX2048196	2016-08-24	25	28	Homo sapiens	SRR4058829	SRS1640697	GSM2271968	?	6w	hProgBP	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05567200	SRX2048197	2016-08-24	25	27	Homo sapiens	SRR4058830	SRS1640696	GSM2271969	?	6w	hOMTN	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05567210	SRX2048198	2016-08-24	30	32	Homo sapiens	SRR4058831	SRS1640695	GSM2271970	?	6w	hProgBP	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05567208	SRX2048199	2016-08-24	18	20	Homo sapiens	SRR4058832	SRS1640698	GSM2271971	?	6w	hProgFPL	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05567206	SRX2048200	2016-08-24	42	46	Homo sapiens	SRR4058833	SRS1640699	GSM2271972	?	6w	hOMTN	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05567204	SRX2048201	2016-08-24	39	42	Homo sapiens	SRR4058834	SRS1640701	GSM2271973	?	6w	hProgFPM	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562952	SRX2048202	2016-08-24	43	46	Homo sapiens	SRR4058835	SRS1640700	GSM2271974	?	6w	hProgFPL	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562951	SRX2048203	2016-08-24	42	45	Homo sapiens	SRR4058836	SRS1640703	GSM2271975	?	6w	hOMTN	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562950	SRX2048204	2016-08-24	30	32	Homo sapiens	SRR4058837	SRS1640704	GSM2271976	?	6w	hProgBP	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562949	SRX2048205	2016-08-24	27	29	Homo sapiens	SRR4058838	SRS1640702	GSM2271977	?	6w	Unk	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562948	SRX2048206	2016-08-24	43	46	Homo sapiens	SRR4058839	SRS1640705	GSM2271978	?	6w	hOMTN	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562947	SRX2048207	2016-08-24	29	31	Homo sapiens	SRR4058840	SRS1640707	GSM2271979	?	6w	hProgBP	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562945	SRX2048208	2016-08-24	29	31	Homo sapiens	SRR4058841	SRS1640706	GSM2271980	?	6w	hProgFPM	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562943	SRX2048209	2016-08-24	35	37	Homo sapiens	SRR4058842	SRS1640708	GSM2271981	?	6w	hProgM	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562941	SRX2048210	2016-08-24	26	29	Homo sapiens	SRR4058843	SRS1640711	GSM2271982	?	6w	hNProg	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562939	SRX2048211	2016-08-24	27	30	Homo sapiens	SRR4058844	SRS1640710	GSM2271983	?	6w	hProgBP	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562937	SRX2048212	2016-08-24	37	40	Homo sapiens	SRR4058845	SRS1640709	GSM2271984	?	6w	hProgFPL	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562935	SRX2048213	2016-08-24	30	32	Homo sapiens	SRR4058846	SRS1640712	GSM2271985	?	6w	hOMTN	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562933	SRX2048214	2016-08-24	32	34	Homo sapiens	SRR4058847	SRS1640717	GSM2271986	?	6w	hProgBP	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562931	SRX2048215	2016-08-24	21	23	Homo sapiens	SRR4058848	SRS1640715	GSM2271987	?	6w	hProgFPM	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562929	SRX2048216	2016-08-24	13	15	Homo sapiens	SRR4058849	SRS1640713	GSM2271988	?	6w	hProgFPM	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562926	SRX2048217	2016-08-24	18	19	Homo sapiens	SRR4058850	SRS1640716	GSM2271989	?	6w	hProgM	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562924	SRX2048218	2016-08-24	21	23	Homo sapiens	SRR4058851	SRS1640714	GSM2271990	?	6w	hProgBP	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562922	SRX2048219	2016-08-24	21	23	Homo sapiens	SRR4058852	SRS1640718	GSM2271991	?	6w	hProgFPM	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562920	SRX2048220	2016-08-24	19	20	Homo sapiens	SRR4058853	SRS1640719	GSM2271992	?	6w	hProgFPM	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562918	SRX2048221	2016-08-24	28	30	Homo sapiens	SRR4058854	SRS1640720	GSM2271993	?	6w	hOMTN	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562917	SRX2048222	2016-08-24	17	19	Homo sapiens	SRR4058855	SRS1640721	GSM2271994	?	6w	hNbML1	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562913	SRX2048223	2016-08-24	27	29	Homo sapiens	SRR4058856	SRS1640724	GSM2271995	?	6w	hProgM	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562910	SRX2048224	2016-08-24	17	19	Homo sapiens	SRR4058857	SRS1640722	GSM2271996	?	6w	hProgBP	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562908	SRX2048225	2016-08-24	13	14	Homo sapiens	SRR4058858	SRS1640723	GSM2271997	?	6w	hNProg	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562906	SRX2048226	2016-08-24	40	42	Homo sapiens	SRR4058859	SRS1640725	GSM2271998	?	6w	hRgl3	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562904	SRX2048227	2016-08-24	31	34	Homo sapiens	SRR4058860	SRS1640726	GSM2271999	?	6w	hProgBP	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562915	SRX2048228	2016-08-24	22	24	Homo sapiens	SRR4058861	SRS1640727	GSM2272000	?	6w	hProgBP	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562902	SRX2048229	2016-08-24	24	26	Homo sapiens	SRR4058862	SRS1640728	GSM2272001	?	6w	Unk	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562900	SRX2048230	2016-08-24	16	17	Homo sapiens	SRR4058863	SRS1640729	GSM2272002	?	6w	hProgFPM	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562898	SRX2048231	2016-08-24	37	39	Homo sapiens	SRR4058864	SRS1640730	GSM2272003	?	6w	hProgM	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05563005	SRX2048232	2016-08-24	42	45	Homo sapiens	SRR4058865	SRS1640733	GSM2272004	?	6w	hProgM	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05563003	SRX2048233	2016-08-24	24	26	Homo sapiens	SRR4058866	SRS1640731	GSM2272005	?	6w	hProgFPL	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05563001	SRX2048234	2016-08-24	13	14	Homo sapiens	SRR4058867	SRS1640732	GSM2272006	?	6w	hProgBP	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562999	SRX2048235	2016-08-24	25	28	Homo sapiens	SRR4058868	SRS1640734	GSM2272007	?	6w	hProgFPL	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562997	SRX2048236	2016-08-24	20	22	Homo sapiens	SRR4058869	SRS1640735	GSM2272008	?	6w	hProgBP	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562995	SRX2048237	2016-08-24	23	25	Homo sapiens	SRR4058870	SRS1640738	GSM2272009	?	6w	hOMTN	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562993	SRX2048238	2016-08-24	11	12	Homo sapiens	SRR4058871	SRS1640739	GSM2272010	?	6w	Unk	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562991	SRX2048239	2016-08-24	33	35	Homo sapiens	SRR4058872	SRS1640736	GSM2272011	?	6w	hProgFPL	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562989	SRX2048240	2016-08-24	42	45	Homo sapiens	SRR4058873	SRS1640737	GSM2272012	?	6w	hProgM	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562987	SRX2048241	2016-08-24	20	22	Homo sapiens	SRR4058874	SRS1640740	GSM2272013	?	6w	hProgFPL	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562986	SRX2048242	2016-08-24	29	31	Homo sapiens	SRR4058875	SRS1640741	GSM2272014	?	6w	hProgFPM	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562985	SRX2048243	2016-08-24	26	28	Homo sapiens	SRR4058876	SRS1640742	GSM2272015	?	6w	hProgM	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562984	SRX2048244	2016-08-24	18	19	Homo sapiens	SRR4058877	SRS1640743	GSM2272016	?	6w	hProgBP	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562983	SRX2048245	2016-08-24	14	15	Homo sapiens	SRR4058878	SRS1640745	GSM2272017	?	6w	Unk	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562981	SRX2048246	2016-08-24	20	21	Homo sapiens	SRR4058879	SRS1640755	GSM2272018	?	6w	Unk	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562979	SRX2048247	2016-08-24	21	23	Homo sapiens	SRR4058880	SRS1640744	GSM2272019	?	6w	Unk	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562978	SRX2048248	2016-08-24	33	35	Homo sapiens	SRR4058881	SRS1640746	GSM2272020	?	6w	hOMTN	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562976	SRX2048249	2016-08-24	38	41	Homo sapiens	SRR4058882	SRS1640747	GSM2272021	?	6w	hOMTN	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562974	SRX2048250	2016-08-24	22	24	Homo sapiens	SRR4058883	SRS1640748	GSM2272022	?	6w	hProgFPL	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562972	SRX2048251	2016-08-24	33	35	Homo sapiens	SRR4058884	SRS1640749	GSM2272023	?	6w	Unk	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562970	SRX2048252	2016-08-24	38	41	Homo sapiens	SRR4058885	SRS1640751	GSM2272024	?	6w	hOMTN	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562968	SRX2048253	2016-08-24	23	25	Homo sapiens	SRR4058886	SRS1640750	GSM2272025	?	6w	hProgM	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562966	SRX2048254	2016-08-24	17	19	Homo sapiens	SRR4058887	SRS1640752	GSM2272026	?	6w	hProgBP	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562960	SRX2048255	2016-08-24	45	48	Homo sapiens	SRR4058888	SRS1640753	GSM2272027	?	6w	hOMTN	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562958	SRX2048256	2016-08-24	16	18	Homo sapiens	SRR4058889	SRS1640754	GSM2272028	?	6w	hNbM	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562956	SRX2048257	2016-08-24	18	19	Homo sapiens	SRR4058890	SRS1640756	GSM2272029	?	6w	hNProg	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562964	SRX2048258	2016-08-24	18	20	Homo sapiens	SRR4058891	SRS1640757	GSM2272030	?	6w	Unk	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562962	SRX2048259	2016-08-24	28	30	Homo sapiens	SRR4058892	SRS1640760	GSM2272031	?	6w	hNbM	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562954	SRX2048260	2016-08-24	12	13	Homo sapiens	SRR4058893	SRS1640759	GSM2272032	?	6w	hProgFPL	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05562953	SRX2048261	2016-08-24	25	27	Homo sapiens	SRR4058894	SRS1640758	GSM2272033	?	6w	hProgFPM	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05563063	SRX2048262	2016-08-24	24	27	Homo sapiens	SRR4058895	SRS1640761	GSM2272034	?	6w	hProgFPM	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05563060	SRX2048263	2016-08-24	29	31	Homo sapiens	SRR4058896	SRS1640762	GSM2272035	?	6w	hProgBP	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05563058	SRX2048264	2016-08-24	12	13	Homo sapiens	SRR4058897	SRS1640764	GSM2272036	?	6w	hProgM	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05563056	SRX2048265	2016-08-24	35	38	Homo sapiens	SRR4058898	SRS1640763	GSM2272037	?	6w	hEndo	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
46	SAMN05563054	SRX2048266	2016-08-24	52	56	Homo sapiens	SRR4058899	SRS1640767	GSM2272038	?	6w	hOMTN	ventral midbrain		ventral midbrain	RNA-Seq	PRJNA307121	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	ILLUMINA	2016-10-06	SRP067844
