Source Name	Comment[ENA_SAMPLE]	Material Type	Characteristics[organism]	Characteristics[cell line]	Characteristics[strain]	Characteristics[specimen with known storage state]	Characteristics[cell cycle stage]	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[LIBRARY_SELECTION]	Comment[ORIENTATION]	Comment[NOMINAL_LENGTH]	Comment[spike sequence file]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[SPOT_LENGTH]	Comment[READ_INDEX_1_BASE_COORD]	Protocol REF	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Factor Value[cell cycle stage]
S_cell55	ERS527460	cell	Mus musculus	AB2.2	mESC	fresh specimen	S	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	S_cell55	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	S_cell55	sequencing assay	ERX538359	S_Cell55_2.fastq.gz	S_Cell55_2.fastq.gz	ERR580043	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580043/ERR580043_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	S_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	S
S_cell56	ERS527388	cell	Mus musculus	AB2.2	mESC	fresh specimen	S	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	S_cell56	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	S_cell56	sequencing assay	ERX538287	S_Cell56_1.fastq.gz	S_Cell56_1.fastq.gz	ERR580127	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580127/ERR580127_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	S_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	S
S_cell56	ERS527388	cell	Mus musculus	AB2.2	mESC	fresh specimen	S	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	S_cell56	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	S_cell56	sequencing assay	ERX538287	S_Cell56_2.fastq.gz	S_Cell56_2.fastq.gz	ERR580127	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580127/ERR580127_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	S_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	S
S_cell57	ERS527314	cell	Mus musculus	AB2.2	mESC	fresh specimen	S	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	S_cell57	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	S_cell57	sequencing assay	ERX538213	S_Cell57_1.fastq.gz	S_Cell57_1.fastq.gz	ERR580156	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580156/ERR580156_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	S_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	S
S_cell57	ERS527314	cell	Mus musculus	AB2.2	mESC	fresh specimen	S	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	S_cell57	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	S_cell57	sequencing assay	ERX538213	S_Cell57_2.fastq.gz	S_Cell57_2.fastq.gz	ERR580156	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580156/ERR580156_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	S_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	S
S_cell58	ERS527277	cell	Mus musculus	AB2.2	mESC	fresh specimen	S	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	S_cell58	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	S_cell58	sequencing assay	ERX538176	S_Cell58_1.fastq.gz	S_Cell58_1.fastq.gz	ERR580076	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580076/ERR580076_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	S_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	S
S_cell58	ERS527277	cell	Mus musculus	AB2.2	mESC	fresh specimen	S	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	S_cell58	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	S_cell58	sequencing assay	ERX538176	S_Cell58_2.fastq.gz	S_Cell58_2.fastq.gz	ERR580076	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580076/ERR580076_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	S_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	S
S_cell59	ERS527313	cell	Mus musculus	AB2.2	mESC	fresh specimen	S	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	S_cell59	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	S_cell59	sequencing assay	ERX538212	S_Cell59_1.fastq.gz	S_Cell59_1.fastq.gz	ERR580170	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580170/ERR580170_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	S_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	S
S_cell59	ERS527313	cell	Mus musculus	AB2.2	mESC	fresh specimen	S	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	S_cell59	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	S_cell59	sequencing assay	ERX538212	S_Cell59_2.fastq.gz	S_Cell59_2.fastq.gz	ERR580170	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580170/ERR580170_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	S_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	S
S_cell60	ERS527300	cell	Mus musculus	AB2.2	mESC	fresh specimen	S	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	S_cell60	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	S_cell60	sequencing assay	ERX538199	S_Cell60_1.fastq.gz	S_Cell60_1.fastq.gz	ERR580108	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580108/ERR580108_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	S_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	S
S_cell60	ERS527300	cell	Mus musculus	AB2.2	mESC	fresh specimen	S	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	S_cell60	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	S_cell60	sequencing assay	ERX538199	S_Cell60_2.fastq.gz	S_Cell60_2.fastq.gz	ERR580108	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580108/ERR580108_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	S_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	S
S_cell61	ERS527513	cell	Mus musculus	AB2.2	mESC	fresh specimen	S	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	S_cell61	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	S_cell61	sequencing assay	ERX538412	S_Cell61_1.fastq.gz	S_Cell61_1.fastq.gz	ERR580136	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580136/ERR580136_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	S_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	S
S_cell61	ERS527513	cell	Mus musculus	AB2.2	mESC	fresh specimen	S	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	S_cell61	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	S_cell61	sequencing assay	ERX538412	S_Cell61_2.fastq.gz	S_Cell61_2.fastq.gz	ERR580136	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580136/ERR580136_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	S_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	S
S_cell62	ERS527430	cell	Mus musculus	AB2.2	mESC	fresh specimen	S	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	S_cell62	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	S_cell62	sequencing assay	ERX538329	S_Cell62_1.fastq.gz	S_Cell62_1.fastq.gz	ERR580197	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580197/ERR580197_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	S_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	S
S_cell62	ERS527430	cell	Mus musculus	AB2.2	mESC	fresh specimen	S	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	S_cell62	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	S_cell62	sequencing assay	ERX538329	S_Cell62_2.fastq.gz	S_Cell62_2.fastq.gz	ERR580197	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580197/ERR580197_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	S_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	S
S_cell63	ERS527497	cell	Mus musculus	AB2.2	mESC	fresh specimen	S	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	S_cell63	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	S_cell63	sequencing assay	ERX538396	S_Cell63_1.fastq.gz	S_Cell63_1.fastq.gz	ERR580241	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580241/ERR580241_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	S_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	S
S_cell63	ERS527497	cell	Mus musculus	AB2.2	mESC	fresh specimen	S	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	S_cell63	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	S_cell63	sequencing assay	ERX538396	S_Cell63_2.fastq.gz	S_Cell63_2.fastq.gz	ERR580241	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580241/ERR580241_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	S_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	S
S_cell64	ERS527464	cell	Mus musculus	AB2.2	mESC	fresh specimen	S	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	S_cell64	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	S_cell64	sequencing assay	ERX538363	S_Cell64_1.fastq.gz	S_Cell64_1.fastq.gz	ERR580165	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580165/ERR580165_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	S_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	S
S_cell64	ERS527464	cell	Mus musculus	AB2.2	mESC	fresh specimen	S	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	S_cell64	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	S_cell64	sequencing assay	ERX538363	S_Cell64_2.fastq.gz	S_Cell64_2.fastq.gz	ERR580165	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580165/ERR580165_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	S_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	S
S_cell65	ERS527238	cell	Mus musculus	AB2.2	mESC	fresh specimen	S	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	S_cell65	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	S_cell65	sequencing assay	ERX538137	S_Cell65_1.fastq.gz	S_Cell65_1.fastq.gz	ERR580185	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580185/ERR580185_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	S_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	S
S_cell65	ERS527238	cell	Mus musculus	AB2.2	mESC	fresh specimen	S	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	S_cell65	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	S_cell65	sequencing assay	ERX538137	S_Cell65_2.fastq.gz	S_Cell65_2.fastq.gz	ERR580185	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580185/ERR580185_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	S_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	S
S_cell66	ERS527312	cell	Mus musculus	AB2.2	mESC	fresh specimen	S	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	S_cell66	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	S_cell66	sequencing assay	ERX538211	S_Cell66_1.fastq.gz	S_Cell66_1.fastq.gz	ERR580279	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580279/ERR580279_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	S_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	S
S_cell66	ERS527312	cell	Mus musculus	AB2.2	mESC	fresh specimen	S	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	S_cell66	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	S_cell66	sequencing assay	ERX538211	S_Cell66_2.fastq.gz	S_Cell66_2.fastq.gz	ERR580279	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580279/ERR580279_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	S_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	S
S_cell67	ERS527510	cell	Mus musculus	AB2.2	mESC	fresh specimen	S	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	S_cell67	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	S_cell67	sequencing assay	ERX538409	S_Cell67_1.fastq.gz	S_Cell67_1.fastq.gz	ERR580159	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580159/ERR580159_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	S_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	S
S_cell67	ERS527510	cell	Mus musculus	AB2.2	mESC	fresh specimen	S	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	S_cell67	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	S_cell67	sequencing assay	ERX538409	S_Cell67_2.fastq.gz	S_Cell67_2.fastq.gz	ERR580159	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580159/ERR580159_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	S_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	S
S_cell68	ERS527471	cell	Mus musculus	AB2.2	mESC	fresh specimen	S	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	S_cell68	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	S_cell68	sequencing assay	ERX538370	S_Cell68_1.fastq.gz	S_Cell68_1.fastq.gz	ERR580111	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580111/ERR580111_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	S_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	S
S_cell68	ERS527471	cell	Mus musculus	AB2.2	mESC	fresh specimen	S	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	S_cell68	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	S_cell68	sequencing assay	ERX538370	S_Cell68_2.fastq.gz	S_Cell68_2.fastq.gz	ERR580111	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580111/ERR580111_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	S_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	S
S_cell69	ERS527259	cell	Mus musculus	AB2.2	mESC	fresh specimen	S	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	S_cell69	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	S_cell69	sequencing assay	ERX538158	S_Cell69_1.fastq.gz	S_Cell69_1.fastq.gz	ERR580040	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580040/ERR580040_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	S_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	S
S_cell69	ERS527259	cell	Mus musculus	AB2.2	mESC	fresh specimen	S	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	S_cell69	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	S_cell69	sequencing assay	ERX538158	S_Cell69_2.fastq.gz	S_Cell69_2.fastq.gz	ERR580040	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580040/ERR580040_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	S_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	S
S_cell70	ERS527478	cell	Mus musculus	AB2.2	mESC	fresh specimen	S	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	S_cell70	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	S_cell70	sequencing assay	ERX538377	S_Cell70_1.fastq.gz	S_Cell70_1.fastq.gz	ERR580274	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580274/ERR580274_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	S_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	S
S_cell70	ERS527478	cell	Mus musculus	AB2.2	mESC	fresh specimen	S	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	S_cell70	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	S_cell70	sequencing assay	ERX538377	S_Cell70_2.fastq.gz	S_Cell70_2.fastq.gz	ERR580274	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580274/ERR580274_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	S_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	S
S_cell71	ERS527271	cell	Mus musculus	AB2.2	mESC	fresh specimen	S	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	S_cell71	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	S_cell71	sequencing assay	ERX538170	S_Cell71_1.fastq.gz	S_Cell71_1.fastq.gz	ERR580199	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580199/ERR580199_1.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	S_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	S
S_cell71	ERS527271	cell	Mus musculus	AB2.2	mESC	fresh specimen	S	P-MTAB-40666	P-MTAB-42731	P-MTAB-40667	P-MTAB-40668	P-MTAB-40669	S_cell71	PoyA-RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	5'-3'-3'-5'	200	ERCC_Sequences.txt	P-MTAB-40670	SANGER	S_cell71	sequencing assay	ERX538170	S_Cell71_2.fastq.gz	S_Cell71_2.fastq.gz	ERR580199	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR580/ERR580199/ERR580199_2.fastq.gz	100	101	P-MTAB-40671	P-MTAB-40672	S_singlecells_counts.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2805/E-MTAB-2805.processed.1.zip	S
