BioSample_s	Experiment_s	Instrument_s	MBases_l	MBytes_l	Run_s	SRA_Sample_s	Sample_Name_s	age_s	curated_cell_type_s	health_s	Assay_Type_s	AvgSpotLen_l	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	LoadDate_s	Organism_s	Platform_s	ReleaseDate_s	SRA_Study_s	source_name_s	tissue_s
SAMN05216963	SRX1832311	Illumina HiSeq 2500	242	94	SRR3650351	SRS1493389	GSM2194461	adult	dropped	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216963	SRX1832311	Illumina HiSeq 2500	212	76	SRR3650352	SRS1493389	GSM2194461	adult	dropped	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216964	SRX1832312	Illumina HiSeq 2500	286	111	SRR3650353	SRS1493390	GSM2194462	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216964	SRX1832312	Illumina HiSeq 2500	253	91	SRR3650354	SRS1493390	GSM2194462	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216965	SRX1832313	Illumina HiSeq 2500	362	140	SRR3650355	SRS1493391	GSM2194463	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216965	SRX1832313	Illumina HiSeq 2500	319	114	SRR3650356	SRS1493391	GSM2194463	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216966	SRX1832314	Illumina HiSeq 2500	364	142	SRR3650357	SRS1493392	GSM2194464	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216966	SRX1832314	Illumina HiSeq 2500	323	116	SRR3650358	SRS1493392	GSM2194464	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216967	SRX1832315	Illumina HiSeq 2500	148	69	SRR3650359	SRS1493393	GSM2194465	adult	dropped	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216967	SRX1832315	Illumina HiSeq 2500	183	86	SRR3650360	SRS1493393	GSM2194465	adult	dropped	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216968	SRX1832316	Illumina HiSeq 2500	154	71	SRR3650361	SRS1493394	GSM2194466	adult	pp	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216968	SRX1832316	Illumina HiSeq 2500	187	87	SRR3650362	SRS1493394	GSM2194466	adult	pp	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216969	SRX1832317	Illumina HiSeq 2500	319	123	SRR3650363	SRS1493396	GSM2194467	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216969	SRX1832317	Illumina HiSeq 2500	280	100	SRR3650364	SRS1493396	GSM2194467	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216970	SRX1832318	Illumina HiSeq 2500	328	127	SRR3650365	SRS1493398	GSM2194468	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216970	SRX1832318	Illumina HiSeq 2500	288	103	SRR3650366	SRS1493398	GSM2194468	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216971	SRX1832319	Illumina HiSeq 2500	345	133	SRR3650367	SRS1493395	GSM2194469	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216971	SRX1832319	Illumina HiSeq 2500	306	110	SRR3650368	SRS1493395	GSM2194469	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216972	SRX1832320	Illumina HiSeq 2500	371	143	SRR3650369	SRS1493397	GSM2194470	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216972	SRX1832320	Illumina HiSeq 2500	331	118	SRR3650370	SRS1493397	GSM2194470	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216973	SRX1832321	Illumina HiSeq 2500	160	75	SRR3650371	SRS1493400	GSM2194471	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216973	SRX1832321	Illumina HiSeq 2500	195	92	SRR3650372	SRS1493400	GSM2194471	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216974	SRX1832322	Illumina HiSeq 2500	249	105	SRR3650373	SRS1493401	GSM2194472	adult	dropped	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216974	SRX1832322	Illumina HiSeq 2500	259	107	SRR3650374	SRS1493401	GSM2194472	adult	dropped	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216975	SRX1832323	Illumina HiSeq 2500	151	68	SRR3650375	SRS1493399	GSM2194473	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216975	SRX1832323	Illumina HiSeq 2500	169	77	SRR3650376	SRS1493399	GSM2194473	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216976	SRX1832324	Illumina HiSeq 2500	321	125	SRR3650377	SRS1493402	GSM2194474	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216976	SRX1832324	Illumina HiSeq 2500	285	102	SRR3650378	SRS1493402	GSM2194474	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216977	SRX1832325	Illumina HiSeq 2500	263	101	SRR3650379	SRS1493405	GSM2194475	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216977	SRX1832325	Illumina HiSeq 2500	231	82	SRR3650380	SRS1493405	GSM2194475	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216982	SRX1832326	Illumina HiSeq 2500	362	140	SRR3650381	SRS1493403	GSM2194476	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216982	SRX1832326	Illumina HiSeq 2500	322	115	SRR3650382	SRS1493403	GSM2194476	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216983	SRX1832327	Illumina HiSeq 2500	375	144	SRR3650383	SRS1493404	GSM2194477	adult	dropped	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216983	SRX1832327	Illumina HiSeq 2500	332	118	SRR3650384	SRS1493404	GSM2194477	adult	dropped	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216984	SRX1832328	Illumina HiSeq 2500	408	156	SRR3650385	SRS1493406	GSM2194478	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216984	SRX1832328	Illumina HiSeq 2500	362	129	SRR3650386	SRS1493406	GSM2194478	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216985	SRX1832329	Illumina HiSeq 2500	290	114	SRR3650387	SRS1493408	GSM2194479	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216985	SRX1832329	Illumina HiSeq 2500	267	99	SRR3650388	SRS1493408	GSM2194479	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216978	SRX1832330	Illumina HiSeq 2500	99	47	SRR3650389	SRS1493407	GSM2194480	adult	dropped	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216978	SRX1832330	Illumina HiSeq 2500	126	60	SRR3650390	SRS1493407	GSM2194480	adult	dropped	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216979	SRX1832331	Illumina HiSeq 2500	332	132	SRR3650391	SRS1493409	GSM2194481	adult	dropped	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216979	SRX1832331	Illumina HiSeq 2500	310	116	SRR3650392	SRS1493409	GSM2194481	adult	dropped	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216980	SRX1832332	Illumina HiSeq 2500	319	127	SRR3650393	SRS1493410	GSM2194482	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216980	SRX1832332	Illumina HiSeq 2500	295	111	SRR3650394	SRS1493410	GSM2194482	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216981	SRX1832333	Illumina HiSeq 2500	302	117	SRR3650395	SRS1493412	GSM2194483	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216981	SRX1832333	Illumina HiSeq 2500	264	94	SRR3650396	SRS1493412	GSM2194483	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216986	SRX1832334	Illumina HiSeq 2500	424	164	SRR3650397	SRS1493411	GSM2194484	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216986	SRX1832334	Illumina HiSeq 2500	374	133	SRR3650398	SRS1493411	GSM2194484	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216987	SRX1832335	Illumina HiSeq 2500	423	163	SRR3650399	SRS1493414	GSM2194485	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05216987	SRX1832335	Illumina HiSeq 2500	376	133	SRR3650400	SRS1493414	GSM2194485	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217237	SRX1832336	Illumina HiSeq 2500	278	110	SRR3650401	SRS1493413	GSM2194486	adult	dropped	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217237	SRX1832336	Illumina HiSeq 2500	258	95	SRR3650402	SRS1493413	GSM2194486	adult	dropped	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217238	SRX1832337	Illumina HiSeq 2500	142	100	SRR3650403	SRS1493416	GSM2194487	adult	beta	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217238	SRX1832337	Illumina HiSeq 2500	149	65	SRR3650404	SRS1493416	GSM2194487	adult	beta	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217239	SRX1832338	Illumina HiSeq 2500	72	50	SRR3650405	SRS1493415	GSM2194488	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217239	SRX1832338	Illumina HiSeq 2500	20	10	SRR3650406	SRS1493415	GSM2194488	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217240	SRX1832339	Illumina HiSeq 2500	106	74	SRR3650407	SRS1493417	GSM2194489	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217240	SRX1832339	Illumina HiSeq 2500	84	37	SRR3650408	SRS1493417	GSM2194489	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217241	SRX1832340	Illumina HiSeq 2500	185	130	SRR3650409	SRS1493418	GSM2194490	adult	beta	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217241	SRX1832340	Illumina HiSeq 2500	58	28	SRR3650410	SRS1493418	GSM2194490	adult	beta	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217242	SRX1832341	Illumina HiSeq 2500	162	112	SRR3650411	SRS1493419	GSM2194491	adult	dropped	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217242	SRX1832341	Illumina HiSeq 2500	142	62	SRR3650412	SRS1493419	GSM2194491	adult	dropped	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217243	SRX1832342	Illumina HiSeq 2500	135	93	SRR3650413	SRS1493420	GSM2194492	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217243	SRX1832342	Illumina HiSeq 2500	156	66	SRR3650414	SRS1493420	GSM2194492	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217244	SRX1832343	Illumina HiSeq 2500	194	135	SRR3650415	SRS1493421	GSM2194493	adult	beta	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217244	SRX1832343	Illumina HiSeq 2500	106	50	SRR3650416	SRS1493421	GSM2194493	adult	beta	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217245	SRX1832344	Illumina HiSeq 2500	158	110	SRR3650417	SRS1493422	GSM2194494	adult	beta	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217245	SRX1832344	Illumina HiSeq 2500	132	59	SRR3650418	SRS1493422	GSM2194494	adult	beta	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217246	SRX1832345	Illumina HiSeq 2500	51	36	SRR3650419	SRS1493423	GSM2194495	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217246	SRX1832345	Illumina HiSeq 2500	24	11	SRR3650420	SRS1493423	GSM2194495	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217247	SRX1832346	Illumina HiSeq 2500	200	140	SRR3650421	SRS1493425	GSM2194496	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217247	SRX1832346	Illumina HiSeq 2500	229	97	SRR3650422	SRS1493425	GSM2194496	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217248	SRX1832347	Illumina HiSeq 2500	210	146	SRR3650423	SRS1493424	GSM2194497	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217248	SRX1832347	Illumina HiSeq 2500	244	102	SRR3650424	SRS1493424	GSM2194497	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217249	SRX1832348	Illumina HiSeq 2500	214	148	SRR3650425	SRS1493426	GSM2194498	adult	dropped	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217249	SRX1832348	Illumina HiSeq 2500	232	98	SRR3650426	SRS1493426	GSM2194498	adult	dropped	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217250	SRX1832349	Illumina HiSeq 2500	267	186	SRR3650427	SRS1493427	GSM2194499	adult	mesenchyme	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217250	SRX1832349	Illumina HiSeq 2500	248	108	SRR3650428	SRS1493427	GSM2194499	adult	mesenchyme	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217251	SRX1832350	Illumina HiSeq 2500	268	187	SRR3650429	SRS1493428	GSM2194500	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217251	SRX1832350	Illumina HiSeq 2500	301	127	SRR3650430	SRS1493428	GSM2194500	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217252	SRX1832351	Illumina HiSeq 2500	199	138	SRR3650431	SRS1493429	GSM2194501	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217252	SRX1832351	Illumina HiSeq 2500	130	60	SRR3650432	SRS1493429	GSM2194501	adult	alpha	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217253	SRX1832352	Illumina HiSeq 2500	187	129	SRR3650433	SRS1493430	GSM2194502	adult	pp	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217253	SRX1832352	Illumina HiSeq 2500	204	86	SRR3650434	SRS1493430	GSM2194502	adult	pp	T2D	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
