Assay_Type_s	AvgSpotLen_l	BioSample_s	Experiment_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	LoadDate_s	MBases_l	MBytes_l	Organism_s	Run_s	SRA_Sample_s	Sample_Name_s	Sex_s	age_s	cell_type_s	source_name_s	strain_s	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	Instrument_s	Platform_s	ReleaseDate_s	SRA_Study_s
RNA-Seq	202	SAMN04312793	SRX1461277	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	286	124	Homo sapiens	SRR2971905	SRS1189081	GSM1962171	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312588	SRX1461278	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	282	115	Homo sapiens	SRR2971906	SRS1189080	GSM1962172	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312589	SRX1461279	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	363	155	Homo sapiens	SRR2971907	SRS1189079	GSM1962173	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312590	SRX1461280	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	366	155	Homo sapiens	SRR2971908	SRS1189078	GSM1962174	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312591	SRX1461281	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	597	240	Homo sapiens	SRR2971909	SRS1189076	GSM1962175	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312592	SRX1461282	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	413	177	Homo sapiens	SRR2971910	SRS1189077	GSM1962176	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312596	SRX1461283	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	401	168	Homo sapiens	SRR2971911	SRS1189075	GSM1962177	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312597	SRX1461284	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	435	184	Homo sapiens	SRR2971912	SRS1189074	GSM1962178	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312598	SRX1461285	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	320	131	Homo sapiens	SRR2971913	SRS1189073	GSM1962179	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312599	SRX1461286	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	305	125	Homo sapiens	SRR2971914	SRS1189072	GSM1962180	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312600	SRX1461287	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	291	123	Homo sapiens	SRR2971915	SRS1189070	GSM1962181	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312601	SRX1461288	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	380	162	Homo sapiens	SRR2971916	SRS1189071	GSM1962182	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312602	SRX1461289	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	328	137	Homo sapiens	SRR2971917	SRS1189069	GSM1962183	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312603	SRX1461290	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	340	142	Homo sapiens	SRR2971918	SRS1189067	GSM1962184	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312604	SRX1461291	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	67	28	Homo sapiens	SRR2971919	SRS1189068	GSM1962185	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312605	SRX1461292	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	430	188	Homo sapiens	SRR2971920	SRS1189066	GSM1962186	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312606	SRX1461293	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	508	221	Homo sapiens	SRR2971921	SRS1189065	GSM1962187	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312607	SRX1461294	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	808	352	Homo sapiens	SRR2971922	SRS1189064	GSM1962188	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312608	SRX1461295	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	813	355	Homo sapiens	SRR2971923	SRS1189063	GSM1962189	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312609	SRX1461296	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	157	65	Homo sapiens	SRR2971924	SRS1189062	GSM1962190	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312610	SRX1461297	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	464	194	Homo sapiens	SRR2971925	SRS1189061	GSM1962191	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312611	SRX1461298	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	226	95	Homo sapiens	SRR2971926	SRS1189060	GSM1962192	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312612	SRX1461299	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	252	106	Homo sapiens	SRR2971927	SRS1189059	GSM1962193	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312613	SRX1461300	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	380	164	Homo sapiens	SRR2971928	SRS1189058	GSM1962194	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312614	SRX1461301	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	475	207	Homo sapiens	SRR2971929	SRS1189057	GSM1962195	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312615	SRX1461302	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	605	264	Homo sapiens	SRR2971930	SRS1189056	GSM1962196	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312616	SRX1461303	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	337	145	Homo sapiens	SRR2971931	SRS1189055	GSM1962197	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312617	SRX1461304	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	283	123	Homo sapiens	SRR2971932	SRS1189054	GSM1962198	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312708	SRX1461305	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	473	193	Homo sapiens	SRR2971933	SRS1189053	GSM1962199	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312709	SRX1461306	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	374	158	Homo sapiens	SRR2971934	SRS1189052	GSM1962200	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312710	SRX1461307	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	289	125	Homo sapiens	SRR2971935	SRS1189051	GSM1962201	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312711	SRX1461308	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	441	192	Homo sapiens	SRR2971936	SRS1189050	GSM1962202	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312712	SRX1461309	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	408	165	Homo sapiens	SRR2971937	SRS1189049	GSM1962203	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312713	SRX1461310	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	336	137	Homo sapiens	SRR2971938	SRS1189048	GSM1962204	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312714	SRX1461311	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	221	90	Homo sapiens	SRR2971939	SRS1189047	GSM1962205	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312715	SRX1461312	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	546	220	Homo sapiens	SRR2971940	SRS1189045	GSM1962206	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312716	SRX1461313	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	291	119	Homo sapiens	SRR2971941	SRS1189046	GSM1962207	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312717	SRX1461314	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	72	29	Homo sapiens	SRR2971942	SRS1189044	GSM1962208	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312718	SRX1461315	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	128	52	Homo sapiens	SRR2971943	SRS1189043	GSM1962209	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312719	SRX1461316	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	359	145	Homo sapiens	SRR2971944	SRS1189042	GSM1962210	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312720	SRX1461317	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	335	135	Homo sapiens	SRR2971945	SRS1189041	GSM1962211	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312721	SRX1461318	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	309	131	Homo sapiens	SRR2971946	SRS1189038	GSM1962212	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312722	SRX1461319	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	430	183	Homo sapiens	SRR2971947	SRS1189040	GSM1962213	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312723	SRX1461320	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	306	130	Homo sapiens	SRR2971948	SRS1189039	GSM1962214	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312724	SRX1461321	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	301	129	Homo sapiens	SRR2971949	SRS1189037	GSM1962215	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312725	SRX1461322	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	217	90	Homo sapiens	SRR2971950	SRS1189036	GSM1962216	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312726	SRX1461323	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	251	103	Homo sapiens	SRR2971951	SRS1189032	GSM1962217	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312727	SRX1461324	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	209	89	Homo sapiens	SRR2971952	SRS1189033	GSM1962218	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312728	SRX1461325	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	459	195	Homo sapiens	SRR2971953	SRS1189035	GSM1962219	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312729	SRX1461326	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	296	125	Homo sapiens	SRR2971954	SRS1189034	GSM1962220	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312730	SRX1461327	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	435	182	Homo sapiens	SRR2971955	SRS1189031	GSM1962221	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312731	SRX1461328	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	314	131	Homo sapiens	SRR2971956	SRS1189028	GSM1962222	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312732	SRX1461329	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	457	200	Homo sapiens	SRR2971957	SRS1189030	GSM1962223	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312733	SRX1461330	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	470	204	Homo sapiens	SRR2971958	SRS1189029	GSM1962224	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312734	SRX1461331	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	621	270	Homo sapiens	SRR2971959	SRS1189027	GSM1962225	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312735	SRX1461332	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	324	141	Homo sapiens	SRR2971960	SRS1189026	GSM1962226	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312736	SRX1461333	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	229	95	Homo sapiens	SRR2971961	SRS1189025	GSM1962227	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312737	SRX1461334	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	903	372	Homo sapiens	SRR2971962	SRS1189024	GSM1962228	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312618	SRX1461335	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	177	73	Homo sapiens	SRR2971963	SRS1189023	GSM1962229	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312619	SRX1461336	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	166	69	Homo sapiens	SRR2971964	SRS1189022	GSM1962230	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312620	SRX1461337	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	874	367	Homo sapiens	SRR2971965	SRS1189021	GSM1962231	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312621	SRX1461338	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	95	39	Homo sapiens	SRR2971966	SRS1189020	GSM1962232	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312622	SRX1461339	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	378	164	Homo sapiens	SRR2971967	SRS1189019	GSM1962233	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312623	SRX1461340	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	283	124	Homo sapiens	SRR2971968	SRS1189018	GSM1962234	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312624	SRX1461341	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	283	124	Homo sapiens	SRR2971969	SRS1189017	GSM1962235	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312626	SRX1461343	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	190	77	Homo sapiens	SRR2971972	SRS1189016	GSM1962237	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312627	SRX1461344	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	292	119	Homo sapiens	SRR2971973	SRS1189014	GSM1962238	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312628	SRX1461345	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	160	65	Homo sapiens	SRR2971974	SRS1189015	GSM1962239	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312629	SRX1461346	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	341	141	Homo sapiens	SRR2971975	SRS1189013	GSM1962240	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312630	SRX1461347	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	257	105	Homo sapiens	SRR2971976	SRS1189012	GSM1962241	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312631	SRX1461348	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	270	110	Homo sapiens	SRR2971977	SRS1189010	GSM1962242	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312632	SRX1461349	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	297	125	Homo sapiens	SRR2971978	SRS1189008	GSM1962243	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312633	SRX1461350	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	375	156	Homo sapiens	SRR2971979	SRS1189009	GSM1962244	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312634	SRX1461351	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	278	116	Homo sapiens	SRR2971980	SRS1189011	GSM1962245	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312635	SRX1461352	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	476	207	Homo sapiens	SRR2971981	SRS1189007	GSM1962246	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312636	SRX1461353	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	280	115	Homo sapiens	SRR2971982	SRS1189005	GSM1962247	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312637	SRX1461354	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	590	241	Homo sapiens	SRR2971983	SRS1189003	GSM1962248	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312638	SRX1461355	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	402	165	Homo sapiens	SRR2971984	SRS1189004	GSM1962249	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312639	SRX1461356	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	180	74	Homo sapiens	SRR2971985	SRS1189006	GSM1962250	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312640	SRX1461357	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	661	271	Homo sapiens	SRR2971986	SRS1189002	GSM1962251	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312641	SRX1461358	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	350	143	Homo sapiens	SRR2971987	SRS1189001	GSM1962252	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
RNA-Seq	202	SAMN04312642	SRX1461359	PAIRED	cDNA	TRANSCRIPTOMIC	2015-12-03	201	82	Homo sapiens	SRR2971988	SRS1188999	GSM1962253	male	adult	in vivo single Tcell	in.vivo.single.Tcell		PRJNA304993	GEO	public	0	Illumina HiSeq 2000	ILLUMINA	2016-09-26	SRP066963
