BioSample_s	Experiment_s	MBases_l	MBytes_l	Run_s	SRA_Sample_s	Sample_Name_s	facs_gating_s	tonsil_donor_s	Assay_Type_s	AvgSpotLen_l	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	Instrument_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	LoadDate_s	Organism_s	Platform_s	ReleaseDate_s	SRA_Study_s	cell_type_s	source_name_s
SAMN03841516	SRX1082595	74	80	SRR2088626	SRS979984	GSM1811067	ILC1	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841517	SRX1082596	52	56	SRR2088627	SRS979983	GSM1811068	ILC1	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841518	SRX1082597	142	152	SRR2088628	SRS979981	GSM1811069	ILC1	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841519	SRX1082598	181	193	SRR2088629	SRS979980	GSM1811070	ILC1	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841521	SRX1082600	142	152	SRR2088631	SRS979979	GSM1811072	ILC1	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841523	SRX1082601	152	164	SRR2088632	SRS979982	GSM1811073	ILC1	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841525	SRX1082602	103	112	SRR2088633	SRS979978	GSM1811074	ILC1	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841527	SRX1082603	78	84	SRR2088634	SRS979977	GSM1811075	ILC1	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841415	SRX1082604	29	32	SRR2088635	SRS979976	GSM1811076	NK	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841417	SRX1082605	25	28	SRR2088636	SRS979974	GSM1811077	ILC1	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841419	SRX1082606	29	32	SRR2088637	SRS979975	GSM1811078	ILC1	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841420	SRX1082607	108	117	SRR2088638	SRS979973	GSM1811079	ILC1	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841421	SRX1082608	98	107	SRR2088639	SRS979972	GSM1811080	ILC1	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841422	SRX1082609	90	98	SRR2088640	SRS979971	GSM1811081	ILC1	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841423	SRX1082610	140	151	SRR2088641	SRS979970	GSM1811082	ILC1	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841424	SRX1082611	67	74	SRR2088642	SRS979969	GSM1811083	ILC1	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841425	SRX1082612	39	43	SRR2088643	SRS979968	GSM1811084	ILC1	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841426	SRX1082613	17	19	SRR2088644	SRS979967	GSM1811085	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841427	SRX1082614	49	55	SRR2088645	SRS979966	GSM1811086	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841429	SRX1082616	82	93	SRR2088647	SRS979965	GSM1811088	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841430	SRX1082617	115	125	SRR2088648	SRS979964	GSM1811089	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841433	SRX1082620	26	28	SRR2088651	SRS979962	GSM1811092	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841434	SRX1082621	33	38	SRR2088652	SRS979963	GSM1811093	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841435	SRX1082622	183	198	SRR2088653	SRS979960	GSM1811094	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841436	SRX1082623	201	216	SRR2088654	SRS979959	GSM1811095	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841437	SRX1082624	168	181	SRR2088655	SRS979961	GSM1811096	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841438	SRX1082625	137	148	SRR2088656	SRS979958	GSM1811097	NK	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841439	SRX1082626	177	191	SRR2088657	SRS979957	GSM1811098	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841440	SRX1082627	164	179	SRR2088658	SRS979892	GSM1811099	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841441	SRX1082628	169	183	SRR2088659	SRS979956	GSM1811100	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841442	SRX1082629	66	74	SRR2088660	SRS979955	GSM1811101	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841443	SRX1082630	44	48	SRR2088661	SRS979954	GSM1811102	NK	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841384	SRX1082631	45	50	SRR2088662	SRS979952	GSM1811103	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841385	SRX1082632	91	99	SRR2088663	SRS979953	GSM1811104	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841386	SRX1082633	143	155	SRR2088664	SRS979951	GSM1811105	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841387	SRX1082634	184	197	SRR2088665	SRS979950	GSM1811106	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841388	SRX1082635	42	47	SRR2088666	SRS979949	GSM1811107	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841389	SRX1082636	97	105	SRR2088667	SRS979948	GSM1811108	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841390	SRX1082637	100	109	SRR2088668	SRS979947	GSM1811109	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841391	SRX1082638	153	166	SRR2088669	SRS979946	GSM1811110	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841392	SRX1082639	101	109	SRR2088670	SRS979945	GSM1811111	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841393	SRX1082640	106	115	SRR2088671	SRS979944	GSM1811112	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841394	SRX1082641	26	29	SRR2088672	SRS979893	GSM1811113	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841395	SRX1082642	72	78	SRR2088673	SRS979943	GSM1811114	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841396	SRX1082643	49	53	SRR2088674	SRS979942	GSM1811115	NK	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841397	SRX1082644	58	64	SRR2088675	SRS979941	GSM1811116	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841398	SRX1082645	56	61	SRR2088676	SRS979940	GSM1811117	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841399	SRX1082646	33	36	SRR2088677	SRS979895	GSM1811118	NK	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841400	SRX1082647	79	85	SRR2088678	SRS979894	GSM1811119	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841401	SRX1082648	86	93	SRR2088679	SRS979938	GSM1811120	ILC2	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841402	SRX1082649	63	68	SRR2088680	SRS979939	GSM1811121	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841408	SRX1082650	61	67	SRR2088681	SRS979937	GSM1811122	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841403	SRX1082651	64	70	SRR2088682	SRS979936	GSM1811123	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841404	SRX1082652	66	72	SRR2088683	SRS979935	GSM1811124	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841405	SRX1082653	124	134	SRR2088684	SRS979896	GSM1811125	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841406	SRX1082654	115	125	SRR2088685	SRS979933	GSM1811126	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841407	SRX1082655	116	126	SRR2088686	SRS979934	GSM1811127	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841409	SRX1082656	60	66	SRR2088687	SRS979932	GSM1811128	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841410	SRX1082657	161	174	SRR2088688	SRS979931	GSM1811129	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841411	SRX1082658	87	96	SRR2088689	SRS979930	GSM1811130	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841412	SRX1082659	143	154	SRR2088690	SRS979929	GSM1811131	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841413	SRX1082660	130	141	SRR2088691	SRS979927	GSM1811132	NK	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841626	SRX1082661	190	204	SRR2088692	SRS979928	GSM1811133	NK	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841627	SRX1082662	104	113	SRR2088693	SRS979926	GSM1811134	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841628	SRX1082663	29	32	SRR2088694	SRS979925	GSM1811135	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841629	SRX1082664	71	77	SRR2088695	SRS979924	GSM1811136	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841630	SRX1082665	161	174	SRR2088696	SRS979897	GSM1811137	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841631	SRX1082666	112	121	SRR2088697	SRS979923	GSM1811138	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841632	SRX1082667	155	168	SRR2088698	SRS979922	GSM1811139	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841633	SRX1082668	76	85	SRR2088699	SRS979920	GSM1811140	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841634	SRX1082669	156	169	SRR2088700	SRS979921	GSM1811141	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841635	SRX1082670	105	114	SRR2088701	SRS979919	GSM1811142	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841636	SRX1082671	191	206	SRR2088702	SRS979918	GSM1811143	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841637	SRX1082672	128	139	SRR2088703	SRS979917	GSM1811144	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841638	SRX1082673	159	171	SRR2088704	SRS979916	GSM1811145	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841639	SRX1082674	106	116	SRR2088705	SRS979914	GSM1811146	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841640	SRX1082675	28	31	SRR2088706	SRS979900	GSM1811147	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841641	SRX1082676	68	74	SRR2088707	SRS979915	GSM1811148	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841642	SRX1082677	174	187	SRR2088708	SRS979898	GSM1811149	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841643	SRX1082678	163	176	SRR2088709	SRS979912	GSM1811150	ILC3	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841644	SRX1082679	126	136	SRR2088710	SRS979913	GSM1811151	ILC1	Donor T86	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
