Source Name	Characteristics[organism]	Term Source REF	Term Accession Number	Characteristics[strain]	Characteristics[sample description]	Characteristics[sex]	Characteristics[organism part]	Comment[BioSD_SAMPLE]	Comment[ENA_ALIAS]	Comment[ENA_SAMPLE]	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[Center]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Factor Value[individual]
ERS639360	House mouse	NCBI Taxonomy	10114	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_25-sc-2208297	ERS639360	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748992_ERX945934	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945934	sequencing assay	ERX945934	ERR866306_2	SC	ERR866306	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866306/ERR866306_2.fastq.gz	POMC_GFP_I_25
ERS639361	House mouse	NCBI Taxonomy	10115	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_26-sc-2208298	ERS639361	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748993_ERX945839	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945839	sequencing assay	ERX945839	ERR866211_1	SC	ERR866211	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866211/ERR866211_1.fastq.gz	POMC_GFP_I_26
ERS639361	House mouse	NCBI Taxonomy	10115	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_26-sc-2208298	ERS639361	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748993_ERX945839	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945839	sequencing assay	ERX945839	ERR866211_2	SC	ERR866211	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866211/ERR866211_2.fastq.gz	POMC_GFP_I_26
ERS639361	House mouse	NCBI Taxonomy	10115	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_26-sc-2208298	ERS639361	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748993_ERX945935	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945935	sequencing assay	ERX945935	ERR866307_1	SC	ERR866307	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866307/ERR866307_1.fastq.gz	POMC_GFP_I_26
ERS639361	House mouse	NCBI Taxonomy	10115	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_26-sc-2208298	ERS639361	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748993_ERX945935	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945935	sequencing assay	ERX945935	ERR866307_2	SC	ERR866307	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866307/ERR866307_2.fastq.gz	POMC_GFP_I_26
ERS639362	House mouse	NCBI Taxonomy	10116	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_27-sc-2208299	ERS639362	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748994_ERX945840	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945840	sequencing assay	ERX945840	ERR866212_1	SC	ERR866212	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866212/ERR866212_1.fastq.gz	POMC_GFP_I_27
ERS639362	House mouse	NCBI Taxonomy	10116	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_27-sc-2208299	ERS639362	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748994_ERX945840	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945840	sequencing assay	ERX945840	ERR866212_2	SC	ERR866212	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866212/ERR866212_2.fastq.gz	POMC_GFP_I_27
ERS639362	House mouse	NCBI Taxonomy	10116	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_27-sc-2208299	ERS639362	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748994_ERX945936	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945936	sequencing assay	ERX945936	ERR866308_1	SC	ERR866308	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866308/ERR866308_1.fastq.gz	POMC_GFP_I_27
ERS639362	House mouse	NCBI Taxonomy	10116	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_27-sc-2208299	ERS639362	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748994_ERX945936	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945936	sequencing assay	ERX945936	ERR866308_2	SC	ERR866308	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866308/ERR866308_2.fastq.gz	POMC_GFP_I_27
ERS639363	House mouse	NCBI Taxonomy	10117	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_28-sc-2208300	ERS639363	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748995_ERX945841	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945841	sequencing assay	ERX945841	ERR866213_1	SC	ERR866213	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866213/ERR866213_1.fastq.gz	POMC_GFP_I_28
ERS639363	House mouse	NCBI Taxonomy	10117	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_28-sc-2208300	ERS639363	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748995_ERX945841	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945841	sequencing assay	ERX945841	ERR866213_2	SC	ERR866213	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866213/ERR866213_2.fastq.gz	POMC_GFP_I_28
ERS639363	House mouse	NCBI Taxonomy	10117	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_28-sc-2208300	ERS639363	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748995_ERX945937	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945937	sequencing assay	ERX945937	ERR866309_1	SC	ERR866309	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866309/ERR866309_1.fastq.gz	POMC_GFP_I_28
ERS639363	House mouse	NCBI Taxonomy	10117	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_28-sc-2208300	ERS639363	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748995_ERX945937	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945937	sequencing assay	ERX945937	ERR866309_2	SC	ERR866309	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866309/ERR866309_2.fastq.gz	POMC_GFP_I_28
ERS639364	House mouse	NCBI Taxonomy	10118	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_29-sc-2208301	ERS639364	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748996_ERX945842	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945842	sequencing assay	ERX945842	ERR866214_1	SC	ERR866214	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866214/ERR866214_1.fastq.gz	POMC_GFP_I_29
ERS639364	House mouse	NCBI Taxonomy	10118	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_29-sc-2208301	ERS639364	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748996_ERX945842	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945842	sequencing assay	ERX945842	ERR866214_2	SC	ERR866214	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866214/ERR866214_2.fastq.gz	POMC_GFP_I_29
ERS639364	House mouse	NCBI Taxonomy	10118	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_29-sc-2208301	ERS639364	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748996_ERX945938	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945938	sequencing assay	ERX945938	ERR866310_1	SC	ERR866310	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866310/ERR866310_1.fastq.gz	POMC_GFP_I_29
ERS639364	House mouse	NCBI Taxonomy	10118	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_29-sc-2208301	ERS639364	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748996_ERX945938	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945938	sequencing assay	ERX945938	ERR866310_2	SC	ERR866310	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866310/ERR866310_2.fastq.gz	POMC_GFP_I_29
ERS639365	House mouse	NCBI Taxonomy	10119	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_30-sc-2208302	ERS639365	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748997_ERX945843	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945843	sequencing assay	ERX945843	ERR866215_1	SC	ERR866215	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866215/ERR866215_1.fastq.gz	POMC_GFP_I_30
ERS639365	House mouse	NCBI Taxonomy	10119	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_30-sc-2208302	ERS639365	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748997_ERX945843	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945843	sequencing assay	ERX945843	ERR866215_2	SC	ERR866215	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866215/ERR866215_2.fastq.gz	POMC_GFP_I_30
ERS639365	House mouse	NCBI Taxonomy	10119	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_30-sc-2208302	ERS639365	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748997_ERX945939	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945939	sequencing assay	ERX945939	ERR866311_1	SC	ERR866311	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866311/ERR866311_1.fastq.gz	POMC_GFP_I_30
ERS639365	House mouse	NCBI Taxonomy	10119	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_30-sc-2208302	ERS639365	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748997_ERX945939	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945939	sequencing assay	ERX945939	ERR866311_2	SC	ERR866311	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866311/ERR866311_2.fastq.gz	POMC_GFP_I_30
ERS639366	House mouse	NCBI Taxonomy	10120	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_31-sc-2208303	ERS639366	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748998_ERX945844	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945844	sequencing assay	ERX945844	ERR866216_1	SC	ERR866216	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866216/ERR866216_1.fastq.gz	POMC_GFP_I_31
ERS639366	House mouse	NCBI Taxonomy	10120	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_31-sc-2208303	ERS639366	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748998_ERX945844	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945844	sequencing assay	ERX945844	ERR866216_2	SC	ERR866216	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866216/ERR866216_2.fastq.gz	POMC_GFP_I_31
ERS639366	House mouse	NCBI Taxonomy	10120	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_31-sc-2208303	ERS639366	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748998_ERX945940	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945940	sequencing assay	ERX945940	ERR866312_1	SC	ERR866312	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866312/ERR866312_1.fastq.gz	POMC_GFP_I_31
ERS639366	House mouse	NCBI Taxonomy	10120	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_31-sc-2208303	ERS639366	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748998_ERX945940	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945940	sequencing assay	ERX945940	ERR866312_2	SC	ERR866312	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866312/ERR866312_2.fastq.gz	POMC_GFP_I_31
ERS639367	House mouse	NCBI Taxonomy	10121	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_32-sc-2208304	ERS639367	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748999_ERX945845	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945845	sequencing assay	ERX945845	ERR866217_1	SC	ERR866217	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866217/ERR866217_1.fastq.gz	POMC_GFP_I_32
ERS639367	House mouse	NCBI Taxonomy	10121	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_32-sc-2208304	ERS639367	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748999_ERX945845	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945845	sequencing assay	ERX945845	ERR866217_2	SC	ERR866217	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866217/ERR866217_2.fastq.gz	POMC_GFP_I_32
ERS639367	House mouse	NCBI Taxonomy	10121	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_32-sc-2208304	ERS639367	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748999_ERX945941	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945941	sequencing assay	ERX945941	ERR866313_1	SC	ERR866313	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866313/ERR866313_1.fastq.gz	POMC_GFP_I_32
ERS639367	House mouse	NCBI Taxonomy	10121	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_32-sc-2208304	ERS639367	LIBRARY_CONSTRUCTION_PROTOCOL_1	12748999_ERX945941	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945941	sequencing assay	ERX945941	ERR866313_2	SC	ERR866313	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866313/ERR866313_2.fastq.gz	POMC_GFP_I_32
ERS639368	House mouse	NCBI Taxonomy	10122	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_33-sc-2208305	ERS639368	LIBRARY_CONSTRUCTION_PROTOCOL_1	12749000_ERX945846	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945846	sequencing assay	ERX945846	ERR866218_1	SC	ERR866218	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866218/ERR866218_1.fastq.gz	POMC_GFP_I_33
ERS639368	House mouse	NCBI Taxonomy	10122	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_33-sc-2208305	ERS639368	LIBRARY_CONSTRUCTION_PROTOCOL_1	12749000_ERX945846	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945846	sequencing assay	ERX945846	ERR866218_2	SC	ERR866218	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866218/ERR866218_2.fastq.gz	POMC_GFP_I_33
ERS639368	House mouse	NCBI Taxonomy	10122	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_33-sc-2208305	ERS639368	LIBRARY_CONSTRUCTION_PROTOCOL_1	12749000_ERX945942	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945942	sequencing assay	ERX945942	ERR866314_1	SC	ERR866314	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866314/ERR866314_1.fastq.gz	POMC_GFP_I_33
ERS639368	House mouse	NCBI Taxonomy	10122	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_33-sc-2208305	ERS639368	LIBRARY_CONSTRUCTION_PROTOCOL_1	12749000_ERX945942	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945942	sequencing assay	ERX945942	ERR866314_2	SC	ERR866314	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866314/ERR866314_2.fastq.gz	POMC_GFP_I_33
ERS639369	House mouse	NCBI Taxonomy	10123	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_34-sc-2208306	ERS639369	LIBRARY_CONSTRUCTION_PROTOCOL_1	12749001_ERX945847	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945847	sequencing assay	ERX945847	ERR866219_1	SC	ERR866219	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866219/ERR866219_1.fastq.gz	POMC_GFP_I_34
ERS639369	House mouse	NCBI Taxonomy	10123	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_34-sc-2208306	ERS639369	LIBRARY_CONSTRUCTION_PROTOCOL_1	12749001_ERX945847	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945847	sequencing assay	ERX945847	ERR866219_2	SC	ERR866219	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866219/ERR866219_2.fastq.gz	POMC_GFP_I_34
ERS639369	House mouse	NCBI Taxonomy	10123	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_34-sc-2208306	ERS639369	LIBRARY_CONSTRUCTION_PROTOCOL_1	12749001_ERX945943	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945943	sequencing assay	ERX945943	ERR866315_1	SC	ERR866315	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866315/ERR866315_1.fastq.gz	POMC_GFP_I_34
ERS639369	House mouse	NCBI Taxonomy	10123	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_34-sc-2208306	ERS639369	LIBRARY_CONSTRUCTION_PROTOCOL_1	12749001_ERX945943	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945943	sequencing assay	ERX945943	ERR866315_2	SC	ERR866315	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866315/ERR866315_2.fastq.gz	POMC_GFP_I_34
ERS639370	House mouse	NCBI Taxonomy	10124	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_35-sc-2208307	ERS639370	LIBRARY_CONSTRUCTION_PROTOCOL_1	12749002_ERX945848	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945848	sequencing assay	ERX945848	ERR866220_1	SC	ERR866220	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866220/ERR866220_1.fastq.gz	POMC_GFP_I_35
ERS639370	House mouse	NCBI Taxonomy	10124	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_35-sc-2208307	ERS639370	LIBRARY_CONSTRUCTION_PROTOCOL_1	12749002_ERX945848	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945848	sequencing assay	ERX945848	ERR866220_2	SC	ERR866220	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866220/ERR866220_2.fastq.gz	POMC_GFP_I_35
ERS639370	House mouse	NCBI Taxonomy	10124	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_35-sc-2208307	ERS639370	LIBRARY_CONSTRUCTION_PROTOCOL_1	12749002_ERX945944	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945944	sequencing assay	ERX945944	ERR866316_1	SC	ERR866316	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866316/ERR866316_1.fastq.gz	POMC_GFP_I_35
ERS639370	House mouse	NCBI Taxonomy	10124	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_35-sc-2208307	ERS639370	LIBRARY_CONSTRUCTION_PROTOCOL_1	12749002_ERX945944	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945944	sequencing assay	ERX945944	ERR866316_2	SC	ERR866316	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866316/ERR866316_2.fastq.gz	POMC_GFP_I_35
ERS639371	House mouse	NCBI Taxonomy	10125	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_36-sc-2208308	ERS639371	LIBRARY_CONSTRUCTION_PROTOCOL_1	12749003_ERX945849	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945849	sequencing assay	ERX945849	ERR866221_1	SC	ERR866221	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866221/ERR866221_1.fastq.gz	POMC_GFP_I_36
ERS639371	House mouse	NCBI Taxonomy	10125	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_36-sc-2208308	ERS639371	LIBRARY_CONSTRUCTION_PROTOCOL_1	12749003_ERX945849	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945849	sequencing assay	ERX945849	ERR866221_2	SC	ERR866221	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866221/ERR866221_2.fastq.gz	POMC_GFP_I_36
ERS639371	House mouse	NCBI Taxonomy	10125	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_36-sc-2208308	ERS639371	LIBRARY_CONSTRUCTION_PROTOCOL_1	12749003_ERX945945	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945945	sequencing assay	ERX945945	ERR866317_1	SC	ERR866317	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866317/ERR866317_1.fastq.gz	POMC_GFP_I_36
ERS639371	House mouse	NCBI Taxonomy	10125	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_36-sc-2208308	ERS639371	LIBRARY_CONSTRUCTION_PROTOCOL_1	12749003_ERX945945	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945945	sequencing assay	ERX945945	ERR866317_2	SC	ERR866317	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866317/ERR866317_2.fastq.gz	POMC_GFP_I_36
ERS639372	House mouse	NCBI Taxonomy	10126	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_37-sc-2208309	ERS639372	LIBRARY_CONSTRUCTION_PROTOCOL_1	12749004_ERX945850	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945850	sequencing assay	ERX945850	ERR866222_1	SC	ERR866222	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866222/ERR866222_1.fastq.gz	POMC_GFP_I_37
ERS639372	House mouse	NCBI Taxonomy	10126	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_37-sc-2208309	ERS639372	LIBRARY_CONSTRUCTION_PROTOCOL_1	12749004_ERX945850	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945850	sequencing assay	ERX945850	ERR866222_2	SC	ERR866222	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866222/ERR866222_2.fastq.gz	POMC_GFP_I_37
ERS639372	House mouse	NCBI Taxonomy	10126	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_37-sc-2208309	ERS639372	LIBRARY_CONSTRUCTION_PROTOCOL_1	12749004_ERX945946	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945946	sequencing assay	ERX945946	ERR866318_1	SC	ERR866318	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866318/ERR866318_1.fastq.gz	POMC_GFP_I_37
ERS639372	House mouse	NCBI Taxonomy	10126	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_37-sc-2208309	ERS639372	LIBRARY_CONSTRUCTION_PROTOCOL_1	12749004_ERX945946	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945946	sequencing assay	ERX945946	ERR866318_2	SC	ERR866318	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866318/ERR866318_2.fastq.gz	POMC_GFP_I_37
ERS639373	House mouse	NCBI Taxonomy	10127	  	library from single neurons	male	hypothalamic neurons	  	POMC_GFP_I_38-sc-2208310	ERS639373	LIBRARY_CONSTRUCTION_PROTOCOL_1	12749005_ERX945851	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	550	0	SEQUENCING_PROTOCOL_1	SC	ERX945851	sequencing assay	ERX945851	ERR866223_1	SC	ERR866223	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/ERR866223/ERR866223_1.fastq.gz	POMC_GFP_I_38
